PersonID,Age,OccupationStatus,OccupationStatus_OS,Employed,Unemployed,Homemaker,Student,Retired,Disabled,OtherOcc,MultiOcc,ActiveDutyArmedForces,ReceivedCareVA,MaritalStatus,Education,BornInUSA,YearCameToUSA,SpeakEnglish,NotHisp,Mexican,PuertoRican,Cuban,OthHisp,Hisp_Cat,White,Black,AmerInd,AsInd,Chinese,Filipino,Japanese,Korean,Vietnamese,OthAsian,Hawaiian,Guamanian,Samoan,OthPacIsl,Race_Cat2,SexualOrientation,SexualOrientation_OS,TotalHousehold,R_HHAdults,HHAdults_Num,SelfGender,SelfAge,SelfMOB,HHAdultGender2,HHAdultAge2,HHAdultMOB2,HHAdultGender3,HHAdultAge3,HHAdultMOB3,HHAdultGender4,HHAdultAge4,HHAdultMOB4,HHAdultGender5,HHAdultAge5,HHAdultMOB5,ChildrenInHH,RentOrOwn,CellPhone,PhoneInHome,IncomeRanges,MailSurveyTime_Min,MailSurveyTime_Hrs,TypeOfAddressA,TypeOfAddressB,TypeOfAddressC,TypeOfAddressD
60011110-01,38,1,-1,1,2,2,2,2,2,2,1,5,-1,6,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,38,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,5,10,-1,1,2,2,2
60011111-01,-9,-9,-6,-9,-9,-9,-9,-9,-9,-9,0,-9,-6,4,3,1,-1,1,-9,-9,-9,-9,-9,-9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,3,-1,-9,2,2,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,6,-9,-9,1,2,2,2
60011112-02,73,5,-1,2,2,2,2,1,2,2,1,3,3,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,73,8,2,71,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-9,18,-1,1,2,2,2
60011115-03,38,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,2,1,2,2,2,21,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,38,7,2,40,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,4,20,0,1,2,2,2
60011117-01,55,3,-1,2,2,1,2,2,2,2,1,5,-2,6,5,1,-1,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,4,4,4,2,55,1,1,75,8,1,20,3,2,20,11,-1,-1,-1,0,1,1,1,1,30,-1,1,2,2,2
60011129-01,78,5,-1,2,2,2,2,1,2,2,1,1,3,4,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,78,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,5,20,-1,1,2,2,2
60011135-01,65,5,-1,2,2,2,2,1,2,2,1,5,-1,1,3,1,-1,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,4,4,4,2,65,3,1,68,9,1,39,1,2,21,7,-1,-1,-1,0,-9,1,1,-9,25,-1,1,2,2,2
60011136-01,63,1,-1,1,2,2,2,2,2,2,1,5,-1,3,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,63,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,3,30,-1,1,2,2,2
60011139-02,51,1,-1,1,2,2,2,2,2,2,1,5,-1,6,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,51,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,5,15,-1,1,2,2,2
60011145-02,51,1,-1,1,2,2,2,2,2,2,1,5,-1,1,3,1,-1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,2,2,2,2,51,5,1,60,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,6,-1,1,1,2,2,2
60011146-01,56,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,2,2,2,1,56,8,2,54,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,15,-1,1,2,2,2
60011147-01,72,5,-1,2,2,2,2,1,2,2,1,5,-1,1,2,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,72,5,1,75,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,5,-9,-9,1,2,1,2
60011156-01,-9,-9,-6,-9,-9,-9,-9,-9,-9,-9,0,-9,-6,-9,-9,-9,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-9,1,1,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,-9,-9,-9,-9,30,-1,-9,-9,-9,-9
60011158-02,52,1,-1,1,2,2,2,2,2,2,1,5,-1,3,6,1,-1,1,1,2,2,2,2,10,2,1,2,1,2,2,2,2,2,2,2,2,2,2,16,1,-1,4,1,1,2,52,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,2,6,45,1,2,2,1,2
60011162-02,80,6,-1,2,2,2,2,2,1,2,1,5,-1,4,1,1,-1,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,1,1,1,2,81,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,30,-1,1,2,2,2
60011165-01,73,5,-1,2,2,2,2,1,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,7,30,-1,1,2,2,2
60011168-02,65,1,-1,1,2,2,2,2,2,2,1,5,-1,6,7,1,-1,1,1,2,2,2,2,10,1,1,2,2,2,2,2,2,2,2,2,2,2,2,16,1,-1,2,2,2,2,65,9,1,62,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,7,10,-1,2,2,1,2
60011180-01,48,1,-1,1,2,2,2,2,2,2,1,5,-1,1,-9,2,-4,2,1,2,2,2,2,10,2,2,2,2,2,2,2,2,1,2,2,2,2,2,36,-9,-6,2,2,2,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,5,30,-1,1,2,2,2
60011181-01,67,5,-1,2,2,2,2,1,2,2,1,5,-1,1,7,1,-1,1,2,1,2,2,2,21,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,67,8,1,71,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,7,30,-1,1,2,2,2
60011183-02,39,1,-1,1,2,2,2,2,2,2,1,5,-2,6,7,2,2016,2,2,2,2,2,1,24,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,39,2,1,18,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,5,30,0,1,2,2,2
60011195-01,60,6,-1,2,2,2,2,2,1,2,1,5,-1,3,6,1,-2,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,2,-1,2,2,2,2,60,7,2,78,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,4,-1,1,1,2,2,2
60011196-02,33,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,2,33,3,1,37,9,1,-4,2,-1,-1,-1,-1,-1,-1,1,1,1,2,7,30,0,1,2,2,2
60011203-01,88,1,-1,1,2,2,2,2,2,2,1,5,-1,4,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,88,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,30,-1,1,2,2,2
60011206-01,38,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,1,38,3,2,37,8,2,-4,11,-1,-1,-1,-1,-1,-1,1,1,1,2,7,25,-1,1,2,2,2
60011211-02,-9,-9,-6,-9,-9,-9,-9,-9,-9,-9,0,-9,-6,-9,-9,-9,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-9,2,2,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,-9,-9,-9,4,-1,1,-9,-9,-9,-9
60011212-01,32,1,-1,1,2,2,2,2,2,2,1,3,3,1,6,2,2001,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,3,2,2,2,32,9,1,33,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,5,30,-1,1,2,2,2
60011218-01,74,5,-1,2,2,2,2,1,2,2,1,3,3,1,2,1,-1,2,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,74,11,2,72,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,6,40,-1,1,2,2,2
60011221-01,40,6,-1,2,2,2,2,2,1,2,1,5,-2,6,2,1,-2,2,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,1,1,1,1,40,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,1,45,-1,2,2,2,1
60011224-01,72,5,-1,2,2,2,2,1,2,2,1,5,-1,3,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,72,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,-9,25,-1,1,2,2,2
60011226-01,51,1,-1,1,2,2,2,2,2,2,1,5,-1,3,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,51,2,1,25,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,5,30,-1,1,2,2,2
60011231-02,57,3,-1,2,2,1,2,2,2,2,1,5,-1,1,5,2,1959,1,2,1,2,2,2,21,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,57,6,1,57,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,16,-1,1,2,1,2
60011235-02,67,1,-1,1,2,2,2,2,2,2,1,5,-1,3,6,1,-1,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,2,2,2,2,67,8,1,21,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,6,20,-1,1,2,2,2
60011240-01,30,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,1,30,9,2,31,12,2,-4,8,-1,-1,-1,-1,-1,-1,1,2,1,2,4,20,-1,1,2,2,2
60011244-01,64,6,-1,2,2,2,2,2,1,2,1,5,-1,3,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,64,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,1,20,-1,1,2,2,2
60011250-01,62,6,-1,2,2,2,2,2,1,2,1,5,-1,6,2,1,-1,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,2,2,2,1,62,-9,1,54,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,2,45,-1,1,2,2,2
60011252-01,52,1,-1,1,2,2,2,2,2,2,1,5,-1,3,7,1,-1,1,1,2,2,2,2,10,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,1,1,1,1,52,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,5,20,-1,1,2,2,2
60011253-01,81,5,-1,2,2,2,2,1,2,2,1,5,-1,-9,5,1,-1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,2,2,2,2,60,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,5,-1,1,1,2,2,2
60011261-01,46,1,-1,1,2,2,2,2,2,2,1,5,-1,3,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,-9,46,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,1,5,-1,1,2,2,2
60011264-01,78,5,-1,2,2,2,2,1,2,2,1,5,-2,3,3,1,-1,1,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,78,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,-9,30,-1,1,2,2,2
60011270-01,48,5,-1,2,2,2,2,1,2,2,1,5,-2,6,6,1,-2,1,2,2,2,2,1,24,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,1,1,1,1,48,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,5,30,-1,1,2,2,2
60011274-01,52,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,52,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,6,26,-1,1,2,2,2
60011278-02,46,1,-1,1,2,2,2,2,2,2,1,5,-2,5,3,1,-1,1,2,2,2,2,1,24,1,2,1,2,2,2,2,2,2,2,2,2,2,2,16,1,-1,1,1,1,1,46,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,6,10,0,1,2,2,2
60011280-02,30,1,-1,1,2,2,2,2,2,2,1,5,-1,1,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,1,30,6,2,30,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,5,40,-1,1,2,2,2
60011289-01,44,3,-1,2,2,1,2,2,2,2,1,5,-1,2,5,1,-1,1,2,1,2,2,2,21,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,6,2,2,2,44,6,1,47,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,2,2,20,-1,1,2,2,2
60011293-03,45,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,1,45,3,2,43,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,4,30,-1,1,2,2,2
60011295-01,-9,-9,-6,-9,-9,-9,-9,-9,-9,-9,0,-9,-6,-9,-9,-9,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-9,1,1,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,-9,-9,-9,5,-1,1,1,2,2,2
60011308-01,62,5,-1,2,2,2,2,1,2,2,1,3,3,1,6,1,-1,1,2,1,2,2,1,25,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,62,5,2,59,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,5,30,-1,1,2,2,2
60011310-01,73,5,-1,2,2,2,2,1,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,73,4,2,62,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,9,24,-1,1,2,2,2
60011315-02,72,5,-1,2,2,2,2,1,2,2,1,4,-2,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,22,4,2,68,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,1,1,6,30,1,1,2,2,2
60011324-01,55,2,-1,2,1,2,2,2,2,2,1,5,-1,6,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,2,-1,7,7,7,1,55,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,3,20,-1,1,2,2,2
60011329-01,61,1,-1,1,2,2,2,2,2,2,1,5,-1,3,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,61,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,2,-9,20,-1,1,2,2,2
60011330-01,48,-5,CAREGIVER,2,1,2,2,2,2,1,2,5,-1,1,5,1,-1,1,2,2,2,2,1,24,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,48,2,1,48,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,6,10,-1,1,2,2,2
60011332-01,59,6,-1,2,2,2,2,2,1,2,1,5,-1,3,3,1,-1,-9,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,59,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,3,30,-1,1,2,2,2
60011336-02,52,1,-1,1,2,2,2,2,2,2,1,5,-1,3,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,52,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,6,20,-1,2,2,1,2
60011337-03,73,-5,-1,2,1,1,2,1,2,2,3,5,-2,3,3,2,1982,3,2,1,2,2,2,21,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,1,1,1,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,2,1,2,-9,-1,1,1,2,2,2
60011342-02,62,5,-1,2,2,2,2,1,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,62,9,2,59,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,4,30,-1,1,2,2,2
60011364-01,63,91,S.S.I.,2,2,2,2,2,2,1,1,5,-1,-9,2,1,-1,1,2,2,2,2,1,24,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,63,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,-9,-1,2,2,2,1,2
60011366-01,76,5,-1,2,2,2,2,1,2,2,1,5,-2,6,-9,1,-2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,1,1,1,2,76,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,-9,35,-1,1,2,2,2
60011370-01,55,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,2,2,2,2,1,24,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,2,2,2,2,55,1,1,75,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,15,-1,1,2,2,2
60011373-01,58,6,-1,2,2,2,2,2,1,2,1,5,-1,4,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,1,1,2,57,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,0,1,2,2,1,2
60011374-01,73,5,-1,2,2,2,2,1,2,2,1,5,-1,1,2,2,1961,1,2,1,2,2,2,21,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,73,3,1,72,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,1,2,2,30,-1,1,2,2,2
60011380-01,-9,-9,-6,-9,-9,-9,-9,-9,-9,-9,0,-9,-6,-9,-9,-9,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-9,2,2,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,-9,-9,-9,4,-9,-9,1,2,2,2
60011382-02,85,5,-1,2,2,2,2,1,2,2,1,3,2,1,5,1,-1,1,2,1,2,2,2,21,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,3,3,1,85,6,2,83,3,2,30,12,-1,-1,-1,-1,-1,-1,0,1,1,1,4,25,-1,1,2,2,2
60011384-01,53,1,-1,1,2,2,2,2,2,2,1,3,2,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,2,-1,2,2,2,2,53,10,2,53,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,9,20,-1,1,2,2,2
60011398-01,59,1,-1,1,2,2,2,2,2,2,1,5,-1,6,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,2,-1,1,1,1,1,59,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,4,20,-1,1,2,2,2
60011400-02,32,1,-1,1,2,2,2,2,2,2,1,5,-2,3,4,1,-2,1,1,2,2,2,2,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,-1,6,6,6,1,52,11,1,53,9,1,38,3,1,44,12,1,47,7,0,3,1,2,6,37,-1,1,2,2,2
60011406-01,68,5,-1,2,2,2,2,1,2,2,1,5,-1,4,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,1,2,4,30,-1,2,2,1,2
60011407-02,55,5,-1,2,2,2,2,1,2,2,1,5,-1,5,6,1,-1,1,2,2,2,2,1,24,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,3,2,2,2,55,12,2,28,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,6,20,-1,1,2,2,2
60011411-02,85,5,-1,2,2,2,2,1,2,2,1,3,3,3,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,85,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,1,4,-1,1,-9,-9,-9,-9
60011425-01,26,4,-1,2,2,2,1,2,2,2,1,5,-1,6,7,2,2003,2,2,2,1,2,2,22,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,2,26,6,2,18,10,2,50,8,-1,-1,-1,-1,-1,-1,0,2,1,2,1,45,-1,1,2,1,2
60011429-01,73,5,-1,2,2,2,2,1,2,2,1,5,-2,6,6,1,-1,-9,1,2,2,2,2,10,1,2,1,2,2,2,2,2,2,2,2,2,2,2,16,1,-1,1,1,1,2,73,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,20,-1,1,2,1,2
60011443-01,39,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,2,1995,1,1,2,2,2,2,10,2,2,2,2,2,2,2,2,1,2,2,2,2,2,36,1,-1,4,2,2,2,39,3,1,43,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,8,30,0,1,2,2,2
60011456-01,51,1,-1,1,2,2,2,2,2,2,1,5,-1,3,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,51,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,7,20,-1,1,2,2,2
60011476-01,81,5,-1,2,2,2,2,1,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,80,2,2,79,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,7,30,-1,2,1,1,2
60011477-01,21,1,-1,1,2,2,2,2,2,2,1,5,-1,6,4,1,-1,3,2,1,2,2,2,21,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,1,1,2,21,7,1,-4,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,30,-1,1,2,2,2
60011482-01,-9,-9,-6,-9,-9,-9,-9,-9,-9,-9,0,-9,-6,-9,-9,-9,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,-9,3,3,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,-9,-9,-9,2,10,-1,1,2,2,2
60011485-01,27,1,-1,1,2,2,2,2,2,2,1,5,-1,1,3,1,-1,2,2,1,2,2,1,25,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,2,2,2,27,10,1,31,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,2,3,10,-1,2,2,1,2
60011489-03,55,1,-1,1,2,2,2,2,2,2,1,5,-1,3,5,1,-1,2,1,2,2,2,2,10,2,2,1,2,2,2,2,2,2,2,2,2,2,2,14,-9,-6,3,2,2,1,20,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,5,15,1,2,2,1,2
60011492-02,45,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,4,4,2,45,4,1,47,4,1,21,5,2,18,2,-1,-1,-1,0,1,1,1,7,20,-1,1,2,2,2
60011500-01,79,5,-1,2,2,2,2,1,2,2,1,3,1,4,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,-9,79,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,20,-1,1,2,2,2
