PersonID,UseMenuCalorieInfo,Fruit,Vegetables,AlcoholConditions_Cancer,AlcoholConditions_HeartDisease,AlcoholConditions_Diabetes,AlcoholConditions_Cholesterol,AlcoholConditions_LiverDisease,AlcoholConditions_Overweight,AlcoholIncreaseCancer,AlcoholReduceHeart
60004650-01,3,1,3,1,1,2,1,1,1,1,2
60004652-01,3,1,3,1,1,3,1,1,1,1,1
60004654-01,2,1,3,1,1,1,1,1,1,1,1
60004657-01,5,3,3,1,1,1,2,1,1,2,3
60004661-03,3,3,3,3,3,1,3,1,1,2,2
60004666-01,2,3,6,1,1,1,2,1,1,1,3
60004667-01,4,2,2,2,2,2,1,1,1,4,2
60004668-01,2,0,0,1,1,1,1,1,1,1,4
60004671-01,5,4,4,3,3,3,3,1,3,3,2
60004672-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60004673-01,1,2,3,2,1,3,2,1,1,3,3
60004676-01,4,2,3,1,1,3,3,1,1,2,2
60004685-03,3,3,3,3,-9,3,-9,3,-9,3,4
60004686-01,4,2,2,1,2,2,2,1,1,2,3
60004687-01,4,2,4,3,1,1,2,1,3,3,3
60004688-01,3,4,3,2,1,2,2,1,1,2,3
60004690-02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60004691-01,4,1,3,1,1,1,2,1,1,1,2
60004692-01,1,3,5,1,1,1,1,1,1,2,2
60004693-03,4,2,5,2,3,2,2,1,1,3,3
60004695-01,3,1,2,3,3,3,1,1,1,2,3
60004702-01,2,3,4,3,1,1,1,1,1,3,2
60004707-01,2,3,5,2,3,2,2,1,1,3,3
60004715-01,1,2,2,1,1,1,1,1,1,1,4
60004716-01,3,3,3,1,1,1,1,1,1,1,3
60004722-01,2,2,1,3,2,1,1,1,1,4,2
60004723-01,4,1,2,2,3,-9,3,1,1,2,2
60004725-01,5,2,2,-9,-9,-9,-9,1,-9,3,4
60004731-01,2,4,4,3,1,3,3,1,1,2,3
60004741-01,5,0,0,3,3,3,3,3,3,4,1
60004742-01,2,2,2,3,1,1,3,1,1,2,3
60004743-01,5,3,4,2,1,1,1,1,1,3,3
60004748-01,2,2,2,3,3,3,3,3,3,2,3
60004757-01,5,3,4,2,3,2,3,1,1,3,3
60004758-01,3,4,3,2,2,2,2,1,1,4,3
60004759-01,1,5,3,1,1,1,1,1,1,2,2
60004760-01,4,3,3,1,1,1,1,1,1,1,2
60004761-01,5,3,3,3,1,3,1,1,1,4,2
60004764-01,4,3,3,3,3,3,3,1,3,3,3
60004770-01,4,2,5,3,3,3,3,1,3,3,3
60004773-01,3,3,2,1,1,1,1,1,1,2,2
60004777-02,3,1,1,1,3,3,3,1,1,2,3
60004782-01,3,3,5,3,1,1,3,1,1,2,2
60004783-01,5,3,2,1,1,3,3,1,1,2,2
60004784-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60004785-01,3,3,2,2,1,2,2,1,1,3,2
60004786-01,4,1,3,3,3,3,-9,3,3,4,3
60004787-02,1,3,3,3,3,3,3,1,3,2,2
60004788-01,4,6,5,1,1,3,3,1,1,1,1
60004789-01,5,3,6,1,3,1,3,1,1,2,2
60004791-03,3,5,5,2,2,1,-9,1,1,4,1
60004795-03,1,4,3,3,3,1,2,1,1,2,1
60004799-01,5,-5,0,3,3,3,3,3,3,1,4
60004801-01,5,2,3,3,1,1,1,1,1,2,3
60004807-02,2,1,2,2,2,1,1,1,1,4,2
60004808-01,3,4,3,1,1,1,1,1,1,2,4
60004812-02,3,5,5,1,1,1,1,1,1,1,2
60004813-01,2,0,3,3,3,3,3,3,3,3,2
60004814-01,3,1,2,3,1,1,1,1,1,3,2
60004818-01,3,4,3,3,3,3,3,3,3,4,4
60004821-01,4,3,3,1,1,3,3,1,1,2,2
60004822-01,3,3,3,3,3,3,3,1,1,2,2
60004832-02,5,3,2,2,2,2,2,2,2,-9,-9
60004834-01,5,3,3,3,3,3,3,1,3,2,3
60004837-01,4,2,1,2,2,2,3,1,1,3,3
60004839-01,5,3,2,1,1,3,3,1,3,2,4
60004841-01,4,1,1,-9,-9,1,-9,1,1,4,4
60004842-01,5,2,1,3,3,1,1,1,1,2,2
60004848-01,1,4,4,1,1,1,1,1,2,1,4
60004854-01,4,1,3,1,1,1,1,1,1,1,2
60004860-01,5,2,3,1,1,1,1,1,1,1,2
60004861-01,5,1,3,2,2,3,2,2,2,1,2
60004863-03,5,3,3,1,3,3,3,1,-9,1,2
60004865-01,3,2,2,1,3,3,1,1,3,2,2
60004869-01,3,3,4,2,1,1,2,1,1,4,3
60004883-01,3,3,2,3,1,1,1,1,3,-9,2
60004893-01,5,2,3,1,1,1,1,1,1,1,4
60004895-02,5,2,2,3,3,1,3,1,1,2,2
60004898-01,3,2,6,1,1,1,1,1,1,2,3
60004901-02,2,4,3,2,1,2,2,1,1,3,3
60004908-03,1,3,4,1,3,3,-9,1,1,2,1
60004912-01,5,2,1,3,3,3,3,1,1,2,2
60004915-01,3,2,3,3,3,3,3,1,3,2,2
60004918-01,1,3,0,3,3,3,3,3,3,2,2
60004920-01,5,0,2,1,1,1,3,1,-9,1,1
60004936-01,4,2,3,1,3,1,2,1,3,1,2
60004958-02,3,2,3,1,3,3,3,1,1,1,2
60004959-01,5,3,3,3,2,2,2,1,2,3,2
60004962-01,4,4,0,3,1,2,2,1,1,2,3
60004967-01,2,1,4,3,2,1,1,1,1,2,3
60004971-02,2,3,3,1,-9,1,1,1,1,1,4
60004972-01,2,2,5,1,1,1,1,1,1,1,1
60004978-02,2,2,2,2,1,1,3,1,1,3,3
60004985-01,5,1,1,1,1,3,3,1,1,1,2
60004992-01,1,2,0,3,1,1,1,1,1,4,1
60004997-01,5,0,1,2,1,2,2,1,2,4,2
60005005-03,4,3,1,2,2,2,1,1,2,4,4
60005006-01,3,3,3,1,1,1,1,1,1,2,2
60005008-02,3,4,3,2,2,2,2,2,2,2,2
60005012-01,5,2,1,3,3,3,3,3,3,1,1
60005018-01,5,2,0,1,1,1,1,1,1,2,2
60005022-01,4,0,2,3,3,3,-9,1,3,3,1
60005027-01,4,1,2,2,2,1,2,1,1,3,3
60005033-01,5,4,3,3,3,3,3,1,3,2,3
60005035-01,5,1,3,2,2,2,2,1,2,4,4
60005038-01,5,3,3,1,1,1,1,1,1,3,3
60005052-01,5,0,2,2,1,3,3,1,3,3,2
60005055-01,4,1,1,3,3,3,3,1,1,3,2
60005063-02,2,4,4,1,1,1,3,1,1,1,1
60005067-01,4,2,1,3,3,3,2,1,1,2,3
60005079-01,5,3,2,3,3,3,3,3,3,2,3
60005083-01,5,1,2,2,2,3,3,1,1,3,1
60005092-01,3,4,5,1,1,1,1,1,1,1,3
60005097-02,3,2,3,-9,1,-9,-9,1,1,4,4
60005103-01,5,6,4,3,1,3,3,1,1,3,3
60005104-01,2,4,4,1,3,3,3,1,1,2,3
60005108-02,3,3,2,2,1,1,1,1,1,2,4
60005113-03,3,4,6,3,1,3,3,1,1,2,3
60005116-03,5,1,1,3,3,1,1,1,1,3,2
60005118-02,2,4,4,2,1,1,1,1,1,3,3
60005125-03,5,1,0,3,2,2,2,2,3,3,2
60005127-01,3,4,4,-9,1,-9,-9,-9,-9,2,3
60005129-01,2,3,2,3,3,3,3,1,3,3,2
60005130-01,1,2,2,3,1,3,3,1,1,2,3
60005133-01,5,2,3,3,1,3,1,1,1,4,3
60005137-03,5,5,5,3,3,3,3,3,3,4,3
60005139-03,1,5,5,1,2,1,2,1,1,1,2
60005140-01,3,1,3,3,3,3,3,1,1,4,2
60005142-03,5,1,2,3,3,3,3,3,3,-9,2
60005144-02,-5,2,1,1,1,1,1,1,1,2,2
60005151-01,4,2,1,1,1,3,3,1,3,1,1
60005156-02,2,3,2,1,1,1,1,1,1,1,3
60005169-01,1,3,1,-9,-9,-9,-9,1,-9,2,3
60005176-01,3,3,4,3,-5,3,3,1,3,3,2
60005180-01,2,4,4,3,1,1,3,1,1,2,2
60005185-01,5,3,1,3,3,3,3,1,1,3,2
60005187-01,1,3,5,3,3,3,3,1,3,4,4
60005191-01,4,2,2,3,3,3,3,1,1,2,3
60005192-01,1,1,2,3,3,1,1,1,1,2,2
60005194-01,2,1,1,3,1,1,1,1,1,3,4
60005195-02,5,2,1,3,3,3,1,1,1,2,4
60005201-02,1,3,3,3,1,1,1,1,1,2,1
60005206-01,1,1,4,1,1,1,2,1,1,1,1
60005210-01,2,2,0,3,3,3,3,1,1,2,3
60005212-01,3,1,0,2,2,1,2,1,1,3,2
60005221-03,3,5,6,3,1,3,3,1,1,3,2
60005224-01,2,1,2,1,1,1,1,1,1,1,3
60005226-01,1,1,4,2,2,2,-9,1,2,2,2
60005230-01,3,1,4,2,1,2,1,1,1,4,4
60005237-01,5,4,3,-9,-9,-9,-9,-9,-9,-9,-9
60005252-01,5,3,3,-9,-9,1,-9,1,1,4,1
60005253-01,3,1,3,1,3,3,3,1,3,3,2
60005262-01,3,-9,3,3,3,3,3,1,3,3,3
60005265-01,2,3,5,1,1,2,1,1,1,1,1
60005266-01,5,1,2,3,3,2,2,2,-9,1,1
60005267-01,5,0,1,3,3,3,3,1,1,3,2
60005268-01,4,2,3,1,1,1,3,1,1,3,3
60005275-01,2,4,2,3,3,3,3,3,3,-9,-9
60005277-02,2,3,5,1,1,1,1,1,1,1,1
60005283-01,5,4,2,3,3,3,3,1,1,2,2
60005289-01,4,4,4,1,1,1,1,1,1,2,2
60005293-01,5,0,0,1,1,2,2,1,1,2,2
60005295-01,5,-5,2,3,1,1,1,1,1,3,3
60005301-02,3,-5,-5,-9,-9,-9,-9,-9,1,2,-9
60005311-01,3,1,3,1,1,1,1,1,1,1,1
60005312-01,-9,4,3,1,1,1,1,1,3,1,4
60005322-02,5,2,4,3,3,3,3,3,3,3,3
60005327-02,3,1,3,3,1,3,3,1,1,2,2
60005328-03,3,3,4,1,1,3,3,1,3,2,2
60005329-02,5,2,2,3,1,1,3,1,1,3,3
60005350-02,3,1,1,1,1,1,3,1,2,2,3
60005356-01,5,1,0,2,1,1,3,1,3,3,2
60005360-02,4,4,5,3,1,3,3,1,1,3,3
60005363-01,5,5,3,3,1,3,3,1,2,3,3
60005377-01,2,0,4,1,1,1,1,1,1,1,1
60005378-01,2,1,2,1,1,1,1,1,2,1,3
60005382-01,2,3,3,3,3,3,3,1,3,3,1
60005386-01,5,0,2,1,1,1,1,1,1,1,1
60005391-03,5,2,3,3,3,3,3,3,3,3,3
60005392-01,3,-9,-9,-9,1,1,-9,1,-9,4,4
60005403-03,3,4,5,3,3,3,3,3,3,2,4
60005407-01,1,4,4,1,1,1,2,1,1,3,2
60005409-02,3,3,5,1,1,1,1,1,1,1,4
60005416-03,2,1,2,3,3,3,3,3,3,3,3
60005445-01,2,3,2,2,2,1,2,1,1,3,2
60005446-02,5,0,1,3,1,1,1,1,1,2,2
60005453-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60005456-01,2,4,4,1,1,1,1,1,1,2,3
60005457-01,4,1,2,1,-9,-9,-9,1,1,1,2
60005459-01,5,4,4,1,1,1,2,1,1,1,2
60005460-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60005462-01,1,3,3,3,3,3,3,1,3,4,2
60005464-01,5,0,0,3,3,3,3,3,3,-9,-9
60005467-01,2,3,3,1,1,1,1,1,1,1,1
60005477-01,2,1,3,3,3,3,3,1,1,2,3
60005485-02,5,3,3,2,3,2,2,1,1,3,2
60005488-01,5,3,2,2,1,1,3,-5,1,3,2
60005492-01,3,2,3,1,1,1,2,1,2,2,2
60005493-01,2,3,-5,3,3,3,3,3,3,-9,-9
60005497-01,3,3,1,1,1,1,1,1,1,2,3
60005504-01,5,0,2,2,2,1,1,1,1,4,2
60005517-03,3,2,6,2,3,1,3,1,1,2,1
60005519-02,2,3,3,1,1,1,1,1,1,1,1
60005524-01,3,2,2,3,1,1,3,1,1,2,3
60005527-01,3,0,0,1,-9,-9,-9,-9,-9,1,1
60005542-03,4,0,3,2,1,1,1,1,1,3,2
60005546-01,4,3,3,1,3,3,3,1,3,2,4
60005548-01,1,3,2,3,1,1,3,1,3,2,2
60005551-01,3,1,2,1,1,3,3,1,1,2,2
60005560-01,3,3,5,2,1,1,1,1,1,3,2
60005562-03,4,5,5,1,1,1,1,1,1,1,4
60005566-02,2,3,2,1,3,3,-9,1,1,2,3
60005568-01,4,4,1,-9,-9,-9,-9,1,-9,4,2
60005570-01,5,3,4,2,2,2,3,1,3,3,4
60005576-01,5,2,2,2,1,1,3,1,1,4,2
60005578-01,3,0,3,3,1,1,1,1,1,3,3
60005584-01,4,0,3,1,1,-9,3,1,3,2,2
60005587-01,2,1,2,2,1,1,2,1,1,4,3
60005611-01,3,1,3,3,2,2,3,1,2,3,2
60005614-01,2,3,3,2,2,1,1,1,1,4,1
60005623-01,3,2,3,3,3,1,1,1,2,3,3
60005625-01,5,1,1,2,1,1,1,1,1,3,2
60005634-01,5,1,5,3,3,3,3,1,1,3,3
60005650-03,5,3,1,-9,-9,-9,-9,1,-9,3,2
60005651-01,2,3,6,1,1,1,1,1,1,1,3
60005652-01,5,0,0,3,3,3,3,3,3,4,4
60005662-01,5,2,2,3,1,1,1,1,1,3,3
60005669-02,5,0,4,1,1,1,-9,1,1,1,1
60005671-01,4,2,0,-9,1,-9,-9,1,-9,2,2
60005673-02,3,3,3,3,1,1,1,1,1,2,3
60005674-01,4,1,3,2,2,-9,2,1,1,4,4
60005682-01,4,2,2,3,3,1,1,1,1,4,4
60005689-02,4,2,3,1,1,-9,1,1,-9,2,3
60005692-01,5,1,2,1,1,1,1,1,1,1,1
60005696-01,4,1,3,-9,1,-9,-9,-9,-9,4,1
60005699-01,3,3,3,3,3,3,3,1,3,-9,2
60005711-01,3,1,1,3,3,3,3,1,3,3,2
60005720-01,3,4,4,1,3,2,3,1,3,2,4
60005724-01,2,5,4,3,3,3,-9,1,3,2,2
60005731-01,3,1,1,2,3,2,2,1,1,3,2
60005732-02,5,2,5,1,1,1,1,1,1,1,1
60005735-02,3,5,3,3,3,3,3,1,3,3,3
60005743-01,4,0,1,2,2,1,1,1,1,3,4
60005748-01,2,2,3,2,3,2,2,1,1,4,2
60005752-02,3,3,3,3,1,1,1,1,1,2,2
60005753-01,5,1,3,2,2,2,2,1,1,3,2
60005755-03,5,1,2,-9,-9,-9,-9,1,-9,-9,1
60005758-01,4,1,2,1,1,1,1,1,1,2,2
60005760-01,3,3,4,2,1,1,1,1,1,3,3
60005761-01,4,1,2,3,3,3,3,1,3,2,2
60005762-01,5,0,1,1,1,1,1,1,1,2,3
60005764-01,3,5,3,1,1,1,1,1,1,2,3
60005768-01,3,3,2,1,1,1,1,1,1,1,3
60005779-01,2,3,2,3,1,1,1,1,1,3,2
60005786-02,3,1,2,2,2,2,2,1,2,4,4
60005787-01,5,3,1,1,1,1,1,1,1,1,4
60005792-01,2,2,2,3,1,1,3,1,1,-9,-9
60005793-01,3,3,2,3,3,1,1,1,1,3,2
60005796-01,2,1,1,2,1,1,1,1,1,3,2
60005799-01,4,3,1,3,3,3,3,1,1,2,2
60005801-01,4,3,3,3,3,3,3,1,1,3,3
60005810-01,3,5,4,1,1,1,-5,3,3,3,2
60005813-01,5,0,0,3,1,3,3,1,3,3,3
60005814-01,2,3,3,1,1,1,-9,1,1,1,3
60005815-01,5,3,2,-9,-9,-9,-9,1,-9,3,2
60005816-01,4,1,1,3,1,3,3,1,1,3,2
60005821-01,2,3,4,2,1,2,2,1,3,3,1
60005825-01,3,0,0,3,1,3,1,1,3,3,2
60005830-02,3,2,5,1,1,2,1,1,2,2,4
60005833-02,5,2,2,3,3,3,3,1,3,3,2
60005835-01,4,3,3,1,1,1,1,1,3,2,2
60005836-02,2,3,1,1,1,1,3,1,1,1,4
60005839-01,1,3,3,3,1,1,3,1,1,2,4
60005844-01,3,3,3,2,2,2,2,1,1,2,2
60005850-01,5,3,3,3,3,3,3,1,1,-9,-9
60005851-02,5,3,1,2,2,2,2,1,1,4,2
60005860-01,5,3,3,2,2,2,2,1,1,3,3
60005866-01,4,2,1,3,2,3,3,3,3,3,1
60005873-01,2,4,4,1,1,1,3,1,1,2,3
60005877-02,2,2,2,3,1,3,3,1,3,2,2
60005880-01,3,4,3,-9,-9,-9,-9,1,-9,4,4
60005882-01,2,2,3,1,1,1,1,1,1,1,4
60005883-01,2,2,2,3,1,1,1,1,1,2,2
60005886-01,4,1,5,2,2,2,2,2,2,4,1
60005891-02,2,3,2,2,1,2,2,1,1,4,3
60005899-03,4,2,2,2,2,2,2,1,1,3,2
60005904-01,3,1,2,3,3,3,3,1,1,3,2
60005906-01,4,1,2,2,3,1,3,1,1,3,2
60005909-01,2,3,1,3,1,3,1,1,1,3,2
60005911-01,1,3,4,1,1,1,1,1,1,2,1
60005916-01,3,2,3,2,2,2,2,1,1,3,2
60005917-01,4,3,3,1,3,1,3,1,1,1,4
60005918-02,5,3,4,2,1,1,3,1,1,3,2
60005923-01,5,2,2,3,3,3,3,1,3,4,2
60005949-01,5,2,2,3,-9,-9,-9,-9,1,2,2
60005950-01,5,0,0,3,3,3,3,1,3,2,4
60005969-01,5,0,0,1,1,1,1,1,1,1,1
60005973-02,1,3,3,1,1,-9,-9,1,-9,1,1
60005975-01,4,4,4,1,2,1,1,1,1,2,3
60005979-02,5,3,2,2,1,2,1,1,1,2,3
60005980-01,4,3,2,3,3,3,3,1,3,2,4
60005981-01,4,0,2,1,1,1,1,1,2,1,1
60005984-01,3,1,3,3,1,1,1,1,1,3,3
60005992-01,3,3,1,1,1,3,3,1,1,2,2
60005993-01,2,6,5,1,1,1,1,1,1,2,3
60006005-01,2,5,5,2,2,2,2,1,1,2,2
60006008-01,2,3,2,3,3,3,3,1,1,2,2
60006009-01,3,0,1,3,3,1,3,1,3,3,2
60006010-01,2,2,2,2,2,1,1,1,1,4,4
60006018-01,4,2,3,2,3,1,2,1,1,3,1
60006020-01,5,4,3,1,1,1,2,1,1,2,3
60006029-01,4,5,1,2,1,1,1,1,1,4,2
60006037-01,3,2,3,1,1,1,1,1,1,1,4
60006044-01,5,1,1,3,3,3,3,1,3,2,1
60006045-01,3,2,3,2,1,2,2,1,1,2,3
60006047-01,1,2,3,2,2,2,2,1,1,4,3
60006049-02,5,1,1,1,2,2,2,1,1,2,2
60006052-01,4,2,3,2,1,3,1,1,1,4,2
60006059-01,5,4,4,-9,-9,-9,-9,1,-9,4,4
60006064-01,5,3,3,2,2,1,1,-9,2,4,4
60006066-01,4,1,2,2,2,1,2,1,1,3,2
60006073-01,5,0,3,1,1,1,1,1,1,2,3
60006077-01,3,1,3,3,1,3,3,1,3,2,3
60006079-01,2,1,1,1,1,1,1,1,1,1,2
60006084-02,2,3,2,3,3,3,2,1,2,2,2
60006087-01,3,3,3,-9,-9,-9,-9,1,1,3,2
60006094-02,4,1,1,3,3,1,3,1,3,3,2
60006102-01,4,0,0,2,3,3,3,1,1,4,2
60006106-01,3,1,2,2,2,2,2,1,1,3,2
60006127-01,4,3,4,1,1,2,2,1,1,2,4
60006129-01,1,3,4,3,1,1,3,1,1,2,2
60006136-02,4,3,1,1,2,2,2,1,1,4,2
60006140-01,5,5,5,3,1,1,2,1,1,2,3
60006146-03,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60006147-01,2,3,3,1,1,1,2,1,1,2,2
60006149-02,4,3,4,1,1,1,3,1,1,2,3
60006163-01,5,0,2,2,1,1,1,1,1,4,1
60006164-01,2,5,2,2,1,1,2,1,1,2,2
60006170-02,3,4,4,1,-9,1,-9,1,1,1,3
60006171-01,3,2,0,2,2,2,2,1,2,4,4
60006173-01,4,0,0,2,2,2,3,1,2,2,1
60006174-03,5,1,1,-9,-9,-9,-9,-9,-9,2,2
60006175-01,5,2,1,3,1,1,1,1,1,2,1
60006183-01,5,1,4,-9,-9,-9,-9,1,-9,2,2
60006188-01,2,3,3,-9,-9,-9,-9,1,1,2,4
60006194-03,3,1,5,-9,1,-9,1,1,1,-9,2
60006202-01,3,3,3,1,1,1,1,1,1,1,1
60006204-01,4,1,1,3,1,1,3,1,1,3,2
60006205-02,5,3,4,1,1,1,3,1,1,2,2
60006206-02,2,2,2,1,1,1,1,1,1,1,3
60006218-01,-9,4,3,-9,-9,-9,-9,-9,-9,-9,-9
60006228-01,1,1,0,2,2,2,2,2,2,4,1
60006230-01,2,3,1,3,1,3,3,1,2,4,4
60006239-01,5,6,6,-9,-9,-9,-9,1,-9,1,1
60006242-01,2,5,5,2,2,2,2,1,1,4,1
60006243-02,2,2,3,3,1,1,3,1,1,2,2
60006253-01,5,3,2,3,1,3,3,1,1,4,2
60006255-02,5,0,1,3,1,3,1,1,2,1,1
60006258-01,5,1,1,3,3,3,3,1,3,4,4
60006260-01,3,2,4,3,3,3,3,3,3,2,3
60006261-01,5,4,3,3,3,3,3,3,1,2,3
60006263-02,3,3,3,3,3,3,3,1,3,3,2
60006276-01,4,4,3,1,1,1,1,1,1,1,1
60006277-02,5,3,4,2,2,1,2,2,2,1,1
60006281-01,3,4,4,3,1,1,2,1,1,3,3
60006289-01,1,4,4,1,3,3,3,1,1,1,3
60006290-02,5,3,4,3,1,1,3,1,1,4,2
60006295-01,5,0,0,1,1,1,1,1,1,1,4
60006296-02,4,2,3,1,1,1,2,1,1,1,2
60006299-02,5,3,0,2,2,2,-9,1,1,4,4
60006300-01,2,4,2,1,3,3,2,1,1,2,2
60006307-02,3,2,1,2,3,3,3,1,3,2,4
60006310-01,3,1,2,2,2,2,2,1,1,4,2
60006313-01,5,0,0,2,2,2,2,1,2,3,-9
60006317-01,4,2,2,1,1,1,2,1,1,1,1
60006318-01,3,4,3,3,1,1,1,1,1,2,2
60006323-01,4,3,3,3,1,1,1,1,1,3,3
60006325-03,2,3,3,2,2,2,2,1,1,4,4
60006326-01,2,1,6,1,1,2,2,1,1,1,3
60006329-02,4,0,2,1,1,1,2,1,2,2,3
60006332-01,4,3,3,1,3,3,3,1,3,1,1
60006333-01,2,2,4,1,1,1,1,1,1,1,2
60006353-01,4,4,5,2,1,1,2,1,1,4,3
60006358-01,5,1,2,1,1,1,1,1,1,2,3
60006360-01,3,3,4,1,1,1,1,1,1,3,1
60006372-02,3,3,3,1,1,1,1,1,1,2,3
60006376-02,4,1,1,3,3,3,3,1,3,2,2
60006393-01,2,3,4,3,3,3,1,1,1,3,1
60006394-02,3,3,3,3,1,1,1,1,1,2,3
60006399-01,3,2,2,3,1,1,1,3,3,3,2
60006400-01,2,5,4,3,3,3,1,1,1,2,2
60006401-01,5,2,2,1,3,3,3,1,3,1,3
60006403-01,3,3,3,1,1,3,3,1,1,2,3
60006404-01,5,4,3,-9,-9,-9,-9,1,1,2,2
60006411-02,5,2,2,-9,-9,1,-9,1,-9,4,4
60006417-01,3,3,2,2,2,2,2,1,2,4,4
60006419-01,4,5,5,-9,-9,-9,-9,1,-9,3,2
60006422-02,5,3,4,3,3,3,-9,1,1,4,2
60006434-01,5,3,3,1,1,1,1,1,3,2,2
60006439-01,4,3,4,3,3,3,3,3,3,4,2
60006442-02,5,2,2,2,2,1,1,1,2,4,1
60006445-01,4,4,1,1,1,1,1,1,1,1,3
60006448-01,5,1,2,1,1,1,1,1,1,1,4
60006450-01,4,4,3,3,3,1,3,3,1,3,2
60006453-01,1,2,1,3,3,3,3,3,3,4,1
60006460-02,1,4,3,3,1,1,3,1,1,3,2
60006461-01,3,2,4,-9,-9,1,-9,1,1,4,2
60006470-01,3,2,4,2,1,1,3,1,1,4,4
60006471-01,4,2,5,3,3,3,3,3,3,4,3
60006475-01,5,4,5,-9,-9,-9,-9,-9,-9,-9,-9
60006478-01,5,3,6,-9,-9,-9,-9,1,-9,4,4
60006480-01,2,3,5,3,1,1,3,1,1,4,3
60006482-01,3,3,4,3,1,1,1,1,3,3,2
60006487-01,5,0,2,3,1,1,3,1,1,3,3
60006494-01,5,0,0,1,1,1,3,1,1,2,2
60006501-01,2,1,3,-9,1,1,-9,1,-9,3,2
60006504-03,1,2,2,2,2,1,-9,2,2,1,2
60006509-02,3,5,3,3,3,3,3,1,1,4,4
60006511-02,5,1,3,1,3,3,1,1,1,1,2
60006513-01,4,1,4,1,1,3,1,1,3,1,3
60006514-01,5,2,1,3,3,3,3,1,2,3,4
60006516-01,2,3,1,3,3,3,3,1,1,2,3
60006519-01,5,1,1,3,3,3,1,1,3,2,2
60006520-01,2,3,4,1,1,1,1,1,1,1,2
60006522-01,5,2,4,3,3,3,3,1,1,4,2
60006535-01,4,3,4,1,1,1,1,1,1,1,4
60006544-01,2,2,2,2,2,2,-9,1,1,3,4
60006551-01,2,3,3,1,1,1,1,1,1,3,2
60006553-03,3,1,1,3,3,3,3,1,3,3,3
60006561-01,5,1,5,1,1,1,2,1,1,2,2
60006565-01,5,0,3,3,3,1,3,1,1,3,2
60006569-02,3,-9,0,3,3,3,3,-9,1,4,3
60006570-02,5,3,2,3,3,3,3,1,1,3,2
60006579-01,3,6,6,-9,-9,-9,-9,1,-9,2,2
60006581-01,3,5,5,1,3,3,3,1,3,2,2
60006583-01,4,4,5,1,1,1,3,1,1,2,2
60006586-01,5,1,6,3,1,3,3,1,2,3,3
60006591-03,3,2,0,-9,-9,-9,-9,1,1,3,2
60006592-01,1,2,3,3,3,3,3,1,1,3,3
60006601-01,4,2,3,1,2,2,2,1,3,1,1
60006604-01,3,4,4,3,3,3,3,1,1,2,2
60006612-01,3,2,6,1,1,1,1,1,1,1,4
60006614-01,4,2,3,1,1,1,1,1,1,2,2
60006617-01,4,2,3,1,1,1,1,1,1,2,-9
60006626-02,2,3,4,2,2,2,2,1,3,3,3
60006635-01,2,3,4,1,1,1,2,1,1,1,4
60006642-02,4,1,3,3,3,-9,3,1,3,3,3
60006645-01,3,2,1,3,1,3,3,1,1,3,1
60006653-03,5,2,3,2,2,2,2,1,1,4,4
60006660-01,2,2,2,1,1,2,2,1,2,1,2
60006666-01,2,2,2,2,2,1,2,2,2,1,1
60006668-01,5,0,0,1,1,1,1,1,1,4,1
60006669-01,5,2,3,3,1,3,3,1,1,2,3
60006676-01,5,1,2,3,3,3,3,1,1,2,2
60006678-01,5,3,3,2,3,1,2,1,1,4,3
60006681-03,2,4,5,1,1,1,1,1,1,2,1
60006684-01,4,2,2,2,2,2,2,2,2,-9,-9
60006701-01,5,0,1,3,3,3,3,1,1,2,3
60006705-01,5,3,2,3,3,1,3,1,1,3,2
60006711-01,2,2,3,3,3,3,3,1,1,2,2
60006712-02,2,5,5,2,2,2,1,1,1,4,2
60006724-02,3,1,2,3,1,1,3,1,1,2,2
60006731-03,1,3,3,1,1,2,2,1,1,1,4
60006740-01,3,3,3,-9,-9,-9,-9,1,-9,2,4
60006744-02,5,5,3,3,3,3,1,3,3,1,4
60006750-01,3,4,6,3,1,3,3,1,3,3,1
60006759-01,2,4,4,1,-9,1,1,1,-9,1,4
60006765-01,3,5,5,3,3,3,3,3,3,2,3
60006766-02,3,2,2,2,2,1,2,1,1,4,2
60006768-01,3,4,4,3,1,3,3,1,1,3,3
60006771-01,5,0,3,2,2,1,2,1,1,3,3
60006772-02,4,0,2,2,1,2,2,1,1,4,1
60006774-02,3,1,3,2,2,2,2,1,2,4,4
60006775-02,3,1,3,1,1,1,1,1,1,2,2
60006777-01,5,4,5,3,1,3,3,1,3,1,2
60006779-01,2,3,2,2,3,3,3,3,3,4,3
60006791-01,5,3,4,2,2,2,2,2,2,3,3
60006798-01,3,2,2,3,1,1,3,1,1,3,3
60006799-02,5,3,1,1,1,1,1,1,1,1,2
60006803-01,5,2,4,3,3,1,3,1,3,2,2
60006804-01,2,1,4,-9,-9,-9,-9,1,-9,4,4
60006816-01,3,4,4,1,1,1,1,1,1,1,3
60006817-01,4,2,2,3,3,3,3,3,3,-9,-9
