PersonID,SeekHealthInfo,WhereSeekHealthInfo,WhoLookingFor,LotOfEffort,Frustrated,ConcernedQuality,TooHardUnderstand,ConfidentGetHealthInf,TrustDoctor,TrustFamily,TrustNewsMag,TrustRadio,TrustInternet,TrustTelevision,TrustGov,TrustCharities,TrustReligiousOrgs,StrongNeedHealthInfo,StrongNeedHealthInfo_OS,SeekCancerInfo,InternetCancerInfoSelf
60009503-02,1,7,2,1,1,2,2,3,1,2,2,2,3,3,1,1,1,6,-1,2,2
60009507-02,1,7,1,2,4,4,4,2,3,3,4,4,4,4,4,4,4,7,-1,2,2
60009508-01,1,7,1,4,4,2,4,1,1,2,3,3,2,3,1,1,1,7,-1,1,1
60009514-01,1,7,3,2,1,1,3,1,1,3,4,4,2,3,3,4,4,6,-1,1,2
60009524-01,1,7,1,2,3,2,3,3,1,2,4,4,3,3,1,2,3,7,-1,1,1
60009525-01,1,7,1,3,1,3,1,2,2,3,3,3,2,3,2,3,3,6,-1,2,2
60009528-03,1,4,1,4,4,4,4,3,2,2,3,3,3,3,3,3,3,4,-1,1,2
60009537-01,1,-5,3,4,4,2,4,2,2,3,2,3,2,3,3,4,4,12,-1,1,1
60009538-01,2,-1,-1,-1,-1,-1,-1,3,1,2,2,3,2,2,2,3,2,7,-1,2,2
60009561-02,1,7,1,4,4,4,4,1,1,1,2,2,1,2,2,2,2,6,-1,1,1
60009567-01,1,7,1,3,3,2,3,1,2,2,3,3,3,3,3,3,2,6,-1,1,2
60009570-03,1,6,1,2,1,1,2,3,1,1,2,2,2,2,1,2,2,6,-1,1,1
60009575-01,1,7,3,2,2,2,2,3,2,2,3,3,2,4,3,3,3,7,-1,2,2
60009576-01,1,4,1,3,4,4,4,2,2,2,2,2,2,2,2,3,3,7,-1,1,2
60009579-01,1,6,3,4,4,4,4,1,1,3,4,4,4,4,1,3,4,6,-1,1,2
60009609-02,1,7,3,4,4,2,2,2,1,3,2,3,1,1,2,2,3,7,-1,1,2
60009613-01,1,7,3,4,4,2,4,2,1,3,3,4,2,4,2,2,4,7,-1,1,1
60009617-01,2,-2,-2,-2,-2,-2,-2,2,4,3,2,1,3,3,2,1,3,9,-1,1,1
60009618-01,2,-1,-1,-1,-1,-1,-1,4,2,3,2,3,2,3,2,2,2,6,-1,2,2
60009620-02,1,4,2,3,2,2,3,3,2,2,3,3,3,3,2,2,3,7,-1,1,2
60009635-01,1,7,1,3,2,2,2,1,1,2,3,3,2,4,2,3,3,7,-1,2,2
60009641-01,1,7,2,3,2,1,3,2,2,2,2,3,2,3,3,2,2,7,-1,1,2
60009646-01,1,6,3,2,1,1,3,2,1,2,3,2,1,2,2,3,2,7,-1,2,2
60009655-01,1,-5,3,2,3,2,2,3,2,3,3,3,3,3,2,2,2,-5,INTUITION,1,1
60009657-01,1,-5,3,2,4,2,4,3,2,2,2,2,2,2,3,2,2,-5,2ND OPINIONS/RESEARCH,2,2
60009660-01,1,7,1,3,2,3,3,2,1,3,2,3,1,2,1,3,3,7,-1,2,2
60009662-03,1,7,3,3,3,2,3,2,2,2,3,3,2,3,2,3,2,7,-1,1,2
60009667-01,2,-1,-1,-1,-1,-1,-1,2,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60009676-01,1,7,1,4,4,3,4,2,1,3,3,3,2,3,1,3,4,7,-1,1,2
60009685-01,1,7,1,4,4,4,4,1,2,3,2,2,2,2,3,4,4,6,-1,2,2
60009696-01,1,7,1,4,4,4,4,2,1,3,2,2,1,2,2,3,4,7,-1,1,2
60009697-03,1,-9,-9,4,4,4,4,5,4,-9,-9,-9,-9,4,-9,-9,-9,-5,-9,1,1
60009708-02,2,-1,-1,-1,-1,-1,-1,3,-9,2,2,3,2,2,2,2,3,6,-1,2,2
60009715-02,1,7,1,4,4,4,4,3,1,2,2,2,2,2,2,2,2,7,-1,1,2
60009719-01,1,7,3,3,3,2,3,3,1,2,2,2,2,2,2,3,3,6,-1,1,2
60009720-01,1,7,1,3,4,3,2,3,2,3,2,3,1,2,2,2,3,7,-1,2,2
60009721-01,1,7,1,3,3,2,3,2,1,1,2,2,2,2,2,2,2,7,-1,1,2
60009731-01,1,6,1,2,2,2,2,3,1,1,3,4,4,3,3,3,2,6,-1,1,2
60009736-01,2,-1,-1,-1,-1,-1,-1,4,1,2,3,4,4,4,2,2,3,6,-1,2,2
60009746-01,2,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,2,2,2,6,-1,2,2
60009747-01,1,-5,1,1,1,1,1,4,3,4,4,4,4,2,2,2,4,-5,-1,2,2
60009758-01,2,-1,-1,-1,-1,-1,-1,1,1,2,3,3,3,4,3,3,3,6,-1,2,2
60009759-01,2,-1,-1,-1,-1,-1,-1,4,2,4,3,3,4,4,3,4,4,6,-1,2,2
60009764-01,1,7,1,4,4,3,4,1,1,2,3,4,2,4,2,2,3,7,-1,1,2
60009767-01,2,-1,-1,-1,-1,-1,-1,2,1,1,1,1,1,1,1,1,1,6,-1,1,1
60009773-03,1,7,1,3,3,3,3,3,1,2,3,3,2,2,1,3,4,6,-1,1,1
60009774-01,2,-2,-2,-2,-2,-2,-2,3,2,2,4,4,4,4,4,-9,4,-9,-6,2,2
60009775-01,1,7,1,3,2,2,3,2,1,2,3,4,2,3,2,3,4,7,-1,1,1
60009778-02,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,2
60009784-02,2,-1,-1,-1,-1,-1,-1,3,1,3,2,4,4,4,2,3,2,6,-1,2,2
60009786-01,2,-2,-2,-2,-2,-2,-2,2,2,3,2,1,3,2,1,1,3,6,-1,2,2
60009795-01,1,7,3,3,4,3,3,2,1,2,2,2,1,2,2,2,2,7,-1,1,2
60009797-01,1,7,3,4,4,1,4,2,2,2,2,3,2,3,2,3,3,7,-1,1,2
60009799-01,2,-1,-1,-1,-1,-1,-1,1,1,4,4,4,4,4,-5,4,4,6,-1,2,2
60009800-01,1,7,3,4,4,4,4,1,1,3,2,4,1,4,4,3,3,7,-1,1,1
60009807-02,1,6,1,4,4,4,4,2,1,2,3,3,3,3,2,3,3,6,-1,1,2
60009812-01,2,-1,-1,-1,-1,-1,-1,3,2,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60009819-03,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,2
60009824-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,1,2
60009833-02,1,7,2,3,3,1,3,1,1,3,2,3,2,3,1,-9,4,6,-1,1,2
60009838-01,1,11,1,3,4,3,3,1,1,2,2,-9,2,1,1,1,1,-5,-1,1,2
60009844-01,1,-5,1,3,4,3,3,3,2,3,3,2,2,2,2,3,3,6,-1,1,2
60009846-01,1,7,2,4,4,4,3,2,2,2,3,3,2,3,2,2,3,7,-1,1,2
60009847-01,1,7,1,4,4,4,4,1,1,3,4,4,2,4,2,2,2,-5,-1,1,1
60009851-02,2,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,1,1,2,-5,-1,2,2
60009853-01,1,7,1,2,2,2,2,3,1,2,4,4,3,4,1,1,2,7,-1,1,2
60009871-02,1,7,2,3,3,2,3,1,1,2,4,4,2,4,3,3,3,6,-1,1,2
60009881-01,1,7,1,3,3,3,2,3,1,2,2,2,3,2,2,1,2,7,-1,1,2
60009884-03,1,-5,3,2,2,3,2,3,1,3,2,2,2,2,2,2,1,7,-1,2,2
60009888-01,1,-5,1,2,2,2,2,2,1,2,2,2,2,1,2,3,3,6,-1,2,2
60009895-03,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,2
60009923-01,1,7,3,4,4,4,4,1,1,3,2,3,2,4,2,3,3,7,-1,1,2
60009928-01,1,6,2,2,2,2,2,3,1,2,4,3,2,2,2,3,3,7,-1,2,2
60009950-02,1,7,1,4,4,3,4,2,1,2,2,2,2,2,1,1,1,7,-1,2,2
60009951-02,1,7,1,3,4,3,3,2,1,3,2,2,2,2,1,2,3,6,-1,2,2
60009953-02,1,6,1,4,2,2,1,-9,3,2,4,4,4,2,3,3,3,4,-1,2,2
60009955-01,1,-5,1,3,3,3,3,1,1,2,2,2,2,2,1,1,1,-5,-1,1,2
60009958-01,1,4,2,3,3,4,3,1,1,2,3,3,2,2,3,3,3,8,-1,1,2
60009959-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,-1,1,2
60009963-01,1,8,2,4,4,4,3,1,1,3,3,3,2,2,2,3,4,91,ONLINE LIBRARY/PUB-MED/PEER-REVIEWED RESEARCH ARTICLES,1,2
60009968-01,1,7,1,4,4,3,4,2,2,1,3,2,2,3,1,1,1,-9,-6,1,2
60009974-01,2,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,2,1,2,2,6,-1,2,2
60009976-01,2,-1,-1,-1,-1,-1,-1,1,1,3,3,3,2,3,2,3,3,6,-1,2,2
60009978-01,1,7,1,3,3,4,2,2,1,2,2,3,2,2,2,3,3,6,-1,1,2
60009981-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,1,2
60009988-01,1,7,1,4,3,2,3,3,2,3,3,3,2,3,1,1,3,6,-1,1,1
60010000-01,2,-1,-1,-1,-1,-1,-1,1,1,2,3,3,3,3,3,3,3,6,-1,2,2
60010001-01,1,7,3,2,1,2,2,3,3,3,2,1,3,2,2,2,1,6,-1,2,2
60010002-01,1,-5,1,3,3,1,2,3,2,2,2,2,2,2,2,2,2,-5,-1,2,2
60010003-01,1,-5,1,3,-5,3,4,1,1,-9,-9,-9,2,-9,-9,-9,2,-5,-1,1,2
60010005-01,1,7,1,1,1,2,2,2,2,3,2,4,2,4,3,3,2,1,-1,1,2
60010016-01,1,7,2,4,3,3,3,1,1,2,2,3,2,2,1,2,3,7,-1,2,2
60010017-01,1,4,1,4,4,3,4,2,1,2,2,3,3,3,2,2,3,4,-1,1,2
60010018-01,1,7,2,2,3,2,2,3,1,2,3,4,3,4,2,3,4,5,-1,1,2
60010024-01,1,-9,3,2,4,1,3,2,1,3,2,2,2,2,1,2,2,6,-1,1,2
60010031-01,1,6,3,2,2,2,3,2,1,2,2,3,3,3,2,3,2,6,-1,1,2
60010033-01,2,-1,-1,-1,-1,-1,-1,4,1,3,3,3,2,2,3,4,4,6,-1,1,2
60010034-01,2,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,3,7,-1,2,2
60010040-01,2,-1,-1,-1,-1,-1,-1,1,2,2,3,3,3,3,1,2,2,6,-1,2,2
60010042-02,1,7,3,1,1,2,1,2,2,3,3,2,2,2,3,1,1,6,-1,2,2
60010043-01,1,7,3,4,4,4,4,2,2,3,2,3,2,3,3,2,2,6,-1,2,2
60010044-01,1,7,3,2,-9,-9,-9,5,1,4,4,4,2,2,2,2,1,6,-1,1,2
60010057-02,2,-1,-1,-1,-1,-1,-1,3,2,1,3,3,2,3,3,4,4,4,-1,2,2
60010059-02,1,6,1,1,4,4,4,1,1,2,2,3,1,2,1,3,3,7,-1,1,2
60010071-01,1,-5,2,2,3,3,3,3,1,2,2,3,2,3,3,3,3,6,-1,2,2
60010072-03,2,-1,-1,-1,-1,-1,-1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,1,2
60010073-01,1,7,3,4,4,1,3,2,2,2,3,4,2,2,1,3,1,12,-1,2,2
60010079-01,1,7,1,3,4,2,3,2,1,2,2,3,2,3,2,2,3,7,-1,1,2
60010089-01,1,7,2,4,4,4,4,2,1,1,2,2,1,1,1,2,2,6,-1,1,2
60010090-01,2,-1,-1,-1,-1,-1,-1,3,1,2,2,4,2,2,3,3,3,7,-1,2,2
60010091-02,1,7,1,4,4,4,3,1,1,2,1,2,2,2,1,1,1,7,-1,1,2
60010101-01,1,-5,3,1,4,1,4,1,1,2,2,2,1,2,2,2,2,7,-1,1,1
60010102-02,2,-1,-1,-1,-1,-1,-1,4,2,2,3,3,4,3,2,2,2,6,-1,2,2
60010103-01,1,1,2,1,1,1,2,3,3,4,3,4,3,4,3,4,4,6,-1,1,2
60010126-01,1,7,2,4,4,4,4,2,1,3,3,3,2,2,2,2,2,7,-1,1,2
60010135-01,1,7,1,3,4,4,4,3,1,3,4,4,2,-9,1,4,4,7,-1,1,2
60010140-01,1,7,3,4,4,2,4,2,1,2,2,2,1,3,2,2,2,7,-1,1,1
60010153-01,1,7,1,3,2,2,2,-9,1,2,3,3,2,3,2,3,2,6,-1,1,2
60010162-01,1,6,1,3,3,4,4,2,1,2,2,2,2,2,1,2,3,6,-1,1,2
60010163-01,1,7,1,2,2,2,3,3,1,2,2,2,2,2,1,2,2,6,-1,1,2
60010166-02,1,7,1,2,2,2,2,4,1,3,4,4,3,4,2,2,2,7,-1,1,2
60010170-02,1,7,3,1,1,1,1,4,1,1,3,3,3,3,4,2,2,7,-1,1,1
60010172-01,2,-2,-2,-1,-1,-1,-1,2,3,2,4,4,2,4,3,4,3,6,-1,2,2
60010178-01,1,7,1,1,1,1,2,3,2,2,2,3,2,3,2,2,4,7,-1,1,2
60010181-03,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,1
60010188-02,1,7,2,2,2,2,2,2,1,2,2,3,2,3,2,2,3,6,-1,1,2
60010194-01,1,7,1,4,4,3,4,1,3,3,3,3,3,3,3,3,3,6,-1,1,2
60010197-01,1,-5,3,2,3,2,2,3,2,3,2,4,2,3,2,4,3,-5,-1,2,2
60010227-01,1,-5,1,1,3,1,3,1,1,3,3,3,2,3,3,4,4,-5,-1,1,2
60010233-01,1,7,1,2,4,3,4,1,1,3,2,4,2,3,1,2,2,8,-1,2,2
60010234-02,2,-1,-1,-1,-1,-1,-1,3,2,4,3,3,3,3,2,3,3,6,-1,1,1
60010238-02,1,6,2,3,4,4,4,1,1,2,2,2,2,2,1,2,3,6,-1,2,2
60010240-03,2,-1,-1,-1,-1,-1,-1,2,1,2,3,3,3,4,4,4,3,6,-1,2,1
60010242-03,1,6,1,2,3,3,1,2,2,2,3,2,3,3,3,3,2,11,-1,1,2
60010245-01,1,7,1,2,4,4,4,2,2,3,2,4,1,2,1,2,2,6,-1,1,2
60010247-02,1,7,1,1,2,2,2,2,1,3,3,3,1,3,1,2,2,7,-1,1,2
60010251-01,2,-2,-2,-2,-2,-2,-2,3,-9,-9,-9,-9,-9,-9,1,-9,-9,-5,-1,2,2
60010254-02,1,6,1,4,4,4,4,2,1,3,3,3,3,3,1,2,2,6,-1,1,2
60010260-01,2,-1,-1,-1,-1,-1,-1,1,1,2,3,2,1,1,1,1,1,6,-1,1,2
60010265-01,1,7,1,2,2,3,3,2,1,3,2,2,1,1,1,2,2,6,-1,1,1
60010270-02,1,7,2,2,2,2,2,1,1,2,3,4,2,4,2,3,4,7,-1,1,2
60010280-01,2,-1,-1,-1,-1,-1,-1,3,1,3,2,2,2,2,1,2,4,6,-1,2,2
60010281-01,2,-1,-1,-1,-1,-1,-1,4,1,4,4,-5,-9,3,4,4,4,-5,-1,2,2
60010287-02,1,7,1,3,4,2,3,1,1,2,3,3,3,3,2,2,3,6,-1,1,1
60010294-01,1,7,3,4,4,3,3,2,1,2,2,3,2,2,2,3,3,7,-1,1,2
60010307-01,1,7,2,3,3,3,3,2,1,3,3,3,2,2,2,3,3,6,-1,1,2
60010308-01,1,7,1,4,4,2,3,2,2,3,2,2,1,2,2,2,4,7,-1,1,1
60010309-01,1,-5,1,4,4,3,3,2,2,2,3,3,2,3,3,3,3,6,-1,1,2
60010312-01,1,7,1,1,1,1,2,2,1,3,2,2,2,2,1,3,2,6,-1,2,2
60010313-03,2,-1,-1,-1,-1,-1,-1,4,3,3,4,4,4,4,3,4,4,7,-1,2,2
60010318-01,1,7,3,4,3,1,3,4,4,4,4,-5,4,4,4,4,4,5,-1,2,2
60010321-01,1,-5,3,3,3,2,2,3,3,3,2,4,-9,2,-9,3,4,-5,-1,2,2
60010328-01,1,1,1,2,2,2,3,2,1,2,1,4,3,3,2,2,2,6,-1,2,2
60010332-01,1,7,1,3,3,2,3,2,1,2,3,4,2,4,1,3,2,7,-1,1,2
60010335-01,1,7,1,2,2,3,3,3,1,2,2,3,2,4,2,2,2,6,-1,1,2
60010338-01,1,7,3,2,2,3,2,3,2,3,3,3,2,2,2,3,3,7,-1,1,2
60010342-01,1,7,2,3,3,2,2,2,1,2,3,3,2,3,2,3,2,6,-1,1,2
60010347-01,2,-1,-1,-1,-1,-1,-1,3,1,2,3,3,3,3,3,4,4,11,-1,2,2
60010349-01,1,7,1,4,3,2,3,3,1,2,1,1,2,1,1,2,2,7,-1,1,1
60010354-01,1,-5,3,4,2,1,4,1,1,2,3,2,2,1,1,-9,2,6,-1,1,1
60010356-01,1,-9,-9,-9,-9,-9,-9,3,1,4,4,4,3,4,4,4,4,6,-1,2,2
60010357-02,1,11,1,2,2,1,2,3,2,3,3,3,3,3,3,3,3,2,-1,2,2
60010359-02,1,7,1,2,2,2,4,2,4,4,4,4,3,4,2,3,4,91,ONLINE LIBRARY/PUB-MED/PEER-REVIEWED RESEARCH ARTICLES,1,2
60010362-01,1,6,3,1,4,1,3,2,1,2,2,2,2,2,2,2,2,6,-1,2,2
60010367-02,1,7,3,4,4,3,4,2,2,2,2,2,2,2,1,3,3,7,-1,1,2
60010378-03,1,7,1,4,4,4,4,1,1,2,2,3,1,2,1,1,3,7,-1,1,1
60010382-03,1,4,1,2,2,2,2,-9,1,2,2,2,2,2,2,2,2,7,-1,1,1
60010399-01,1,6,1,2,2,4,4,2,-9,1,3,3,3,2,2,3,3,6,-1,1,2
60010400-01,1,7,3,2,1,1,2,3,1,2,2,2,2,2,3,3,3,4,-1,1,2
60010401-01,1,9,3,2,2,2,2,3,1,2,-9,-9,-9,-9,-9,-9,-9,3,-1,1,2
60010403-01,1,7,1,3,4,4,4,2,1,2,2,2,2,2,1,2,3,6,-1,2,2
60010404-01,2,-1,-1,-1,-1,-1,-1,4,3,2,4,3,4,2,4,4,4,6,-1,2,2
60010406-02,2,-1,-1,-1,-1,-1,-1,2,2,2,2,3,2,3,2,2,2,6,-1,2,2
60010412-03,1,7,2,4,3,2,3,2,1,2,2,2,2,3,2,2,4,7,-1,1,1
60010419-01,2,-1,-1,-1,-1,-1,-1,2,1,3,2,4,4,2,1,2,3,6,-1,2,2
60010420-02,1,7,1,4,4,3,3,2,2,3,3,2,2,2,2,2,3,7,-1,1,2
60010421-02,1,7,1,2,1,2,1,3,1,3,2,3,2,2,2,2,2,6,-1,2,2
60010425-01,2,-1,-1,-1,-1,-1,-1,1,1,2,2,2,1,1,1,2,1,6,-1,2,2
60010434-01,1,7,1,2,2,2,3,3,1,2,3,4,2,2,2,2,2,6,-1,2,1
60010448-02,2,-1,-1,-1,-1,-1,-1,2,1,3,3,2,3,3,1,2,1,7,-1,2,2
60010458-01,1,7,1,2,4,2,2,2,1,3,3,4,2,4,1,2,4,7,-1,2,2
60010468-02,1,2,1,2,2,4,1,1,1,3,4,4,4,4,3,4,4,6,-1,2,2
60010483-01,1,7,3,3,2,1,3,2,2,3,3,4,3,4,3,3,2,1,-1,1,2
60010485-01,2,-1,-1,-1,-1,-1,-1,1,1,1,2,2,2,-5,3,-9,2,6,-1,2,2
60010486-01,1,-5,1,2,3,3,3,2,1,2,4,4,2,4,4,4,4,7,-1,2,2
60010496-01,1,7,1,4,4,4,4,3,1,2,3,3,2,3,1,3,4,6,-1,1,2
60010498-01,1,6,1,2,2,2,2,3,1,3,3,3,3,3,3,3,3,6,-1,1,2
60010505-02,1,7,1,3,3,2,3,3,1,3,3,3,3,3,1,3,4,6,-1,2,2
60010513-01,1,7,2,3,3,2,2,3,1,3,3,4,2,4,2,3,4,6,-1,2,2
60010523-01,1,6,2,2,2,1,2,3,2,4,3,3,3,3,2,2,3,6,-1,1,2
60010527-01,1,7,1,3,3,2,3,2,1,2,2,2,2,3,1,1,4,7,-1,2,2
60010537-01,2,-1,-1,-1,-1,-1,-1,3,2,2,3,3,2,3,2,3,3,4,-1,2,2
60010542-01,1,7,3,2,2,2,3,4,2,3,4,4,2,4,3,3,3,6,-1,1,1
60010561-01,2,-1,-1,-1,-1,-1,-1,2,1,3,3,3,4,3,2,3,3,6,-1,2,2
60010567-02,1,6,1,-9,2,-9,-9,2,4,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60010573-01,1,7,1,1,2,2,3,2,1,2,2,2,2,3,1,2,4,7,-1,1,2
60010579-01,1,7,1,3,3,2,3,2,2,2,2,3,2,3,2,3,3,7,-1,1,2
60010582-01,1,7,1,2,3,4,4,2,1,3,3,4,1,3,1,2,-9,7,-1,1,2
60010588-02,1,7,1,2,4,2,4,1,2,1,3,3,3,2,1,2,1,11,-1,1,2
60010592-02,1,7,3,3,3,2,3,3,2,3,3,3,2,3,2,3,3,7,-1,2,2
60010595-01,1,-5,1,3,4,3,4,2,1,3,2,2,2,3,2,3,2,7,-1,1,1
60010615-02,1,6,2,-9,-9,-9,-9,3,1,2,3,3,2,3,2,3,4,6,-1,2,2
60010616-01,2,-1,-1,-1,-1,-1,-1,2,1,2,2,3,2,3,1,3,3,7,-1,2,2
60010622-01,1,7,3,3,4,2,4,3,-9,3,2,3,2,3,1,2,3,7,-1,1,2
60010629-01,1,2,1,-9,-9,-9,-9,4,2,3,3,4,3,2,4,4,4,7,-1,2,2
60010630-02,1,7,2,2,2,2,2,3,2,3,4,4,3,3,3,4,3,7,-1,1,2
60010631-02,2,-1,-1,-1,-1,-1,-1,4,2,3,3,3,3,3,2,3,3,6,-1,2,2
60010632-01,1,6,1,3,2,4,2,4,1,2,3,3,3,3,2,2,2,6,-1,1,2
60010633-01,1,7,1,2,2,3,2,2,2,2,3,4,2,2,2,2,2,6,-1,1,2
60010635-02,1,7,1,2,2,2,1,3,1,4,2,3,3,3,2,4,4,6,-1,1,2
60010640-01,2,-1,-1,-1,-1,-1,-1,3,4,-9,-9,-9,-9,-9,-9,-9,-9,8,-1,2,2
60010654-01,1,7,3,2,3,1,2,4,2,3,3,3,3,3,2,3,3,6,-1,1,1
60010656-01,1,7,1,2,3,1,4,2,1,3,3,3,3,3,2,3,3,6,-1,1,2
60010669-01,1,11,3,3,4,4,4,3,2,2,2,2,2,2,2,2,2,-9,-6,2,2
60010674-02,1,6,1,2,2,2,2,2,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60010681-01,1,7,1,3,3,2,3,2,1,3,3,3,2,3,2,4,4,12,-1,1,1
60010685-02,2,-2,-1,-1,-1,-1,-1,3,2,3,2,2,2,2,2,2,2,6,-1,2,2
60010692-01,2,-1,-1,-1,-1,-1,-1,2,1,3,1,1,1,1,1,3,3,6,-1,1,2
60010693-01,1,7,3,4,4,4,4,2,2,3,3,4,1,3,1,2,2,7,-1,1,2
60010694-01,1,7,1,4,4,3,4,1,1,3,2,1,1,2,1,2,3,7,-1,1,2
60010695-01,1,7,2,4,4,2,4,3,1,3,3,4,2,4,1,2,4,7,-1,1,1
60010706-01,2,-2,-2,-2,-2,-2,-2,4,2,4,4,4,2,4,4,2,1,7,-1,2,2
60010709-01,1,7,1,2,2,3,3,2,1,2,2,2,2,2,2,2,2,7,-1,1,2
60010711-01,1,7,2,2,2,2,3,2,1,2,2,3,2,2,1,2,1,6,-1,1,2
60010717-02,2,-1,-1,-1,-1,-1,-1,-9,1,1,3,3,3,3,3,3,1,6,-1,2,2
60010719-02,1,-5,1,3,2,3,3,3,1,3,2,2,1,2,2,3,2,7,-1,2,2
60010722-01,2,-1,-1,-1,-1,-1,-1,2,1,2,3,3,4,4,4,4,3,6,-1,2,2
60010729-01,1,7,1,2,2,3,2,4,1,2,3,3,2,3,2,2,2,6,-1,1,1
60010733-01,2,-1,-1,-1,-1,-1,-1,3,3,2,3,2,1,3,2,3,3,6,-1,2,2
60010751-01,1,7,1,4,4,4,4,1,1,2,2,1,2,2,1,1,2,7,-1,2,2
60010758-01,1,7,1,4,4,2,4,1,1,3,2,2,2,2,1,3,3,6,-1,1,2
60010774-02,2,-1,-1,-1,-1,-1,-1,3,1,2,4,4,4,4,1,2,2,11,-1,2,2
60010783-02,1,6,1,2,2,1,1,3,1,3,3,2,2,2,2,4,4,6,-1,1,1
60010786-01,2,-1,-1,-1,-1,-1,-1,3,1,3,3,3,3,3,2,3,2,6,-1,2,2
60010787-02,1,7,1,3,4,3,3,2,1,3,3,4,1,2,2,3,4,6,-1,1,1
60010794-02,1,-5,3,2,2,2,2,5,1,3,3,3,3,3,3,3,3,-5,-1,2,2
60010795-01,1,7,3,4,4,4,4,2,2,2,1,3,1,2,1,1,1,7,-1,1,2
60010797-01,2,-1,-1,-1,-1,-1,-1,2,2,2,2,4,4,4,-9,4,3,6,-1,2,2
60010799-01,1,-9,3,3,3,2,3,4,1,2,3,3,2,3,3,3,4,7,-1,1,2
60010808-02,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,2
60010811-01,1,7,1,4,4,4,4,1,1,2,2,3,2,3,3,2,1,6,-1,1,1
60010817-01,1,7,1,1,1,1,2,5,2,3,3,4,2,2,2,2,4,6,-1,1,2
60010822-01,2,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,2,7,-1,2,2
60010839-01,1,9,1,4,4,1,3,2,2,3,1,2,2,2,2,2,2,7,-1,2,2
60010840-01,1,5,3,3,4,2,3,3,2,3,4,4,2,3,3,2,4,8,-1,1,2
60010851-01,1,7,2,3,4,2,3,2,1,2,3,4,1,4,2,2,3,7,-1,1,2
60010859-01,1,7,1,2,2,2,2,3,3,2,4,4,2,4,4,4,4,7,-1,1,2
60010863-02,1,6,3,4,4,4,1,3,3,4,4,4,4,-9,3,2,1,6,-1,2,2
60010868-02,1,6,1,2,2,4,4,3,2,2,3,4,2,4,1,1,3,4,-1,2,2
60010869-01,1,7,3,3,4,4,4,3,1,3,4,4,2,3,1,3,2,6,-1,2,2
60010874-01,1,4,1,1,1,2,2,3,2,3,3,3,3,3,3,3,3,1,-1,2,2
60010879-03,2,-1,-1,-1,-1,-1,-1,3,1,3,3,3,3,3,2,2,2,6,-1,2,2
60010883-01,1,2,3,4,4,4,4,1,1,2,3,2,2,2,1,2,3,91,CDC.GOV,1,2
60010887-03,1,9,2,3,3,4,3,3,2,3,2,3,4,4,3,3,3,1,-1,1,1
60010896-03,2,-1,-1,-1,-1,-1,-1,5,4,4,4,4,4,4,4,4,4,-9,-6,2,2
60010900-01,1,7,1,2,2,1,2,1,1,2,3,3,2,2,2,1,1,6,-1,1,2
60010903-01,1,2,1,2,2,2,2,3,2,2,3,3,2,3,3,2,1,6,-1,2,2
60010908-02,1,7,3,2,2,2,3,3,1,-9,4,4,2,4,2,4,2,6,-1,2,2
60010910-01,2,-1,-1,-1,-1,-1,-1,2,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60010911-01,2,-1,-1,-1,-1,-1,-1,2,2,3,4,4,1,4,3,4,4,-5,-1,2,2
60010913-01,2,-2,-1,-2,-2,-2,-2,1,1,1,4,4,4,4,4,4,4,5,-1,2,2
60010915-02,1,7,1,4,4,3,4,1,2,2,2,3,2,3,2,3,2,7,-1,1,2
60010916-01,1,2,3,2,2,2,2,3,1,2,2,2,2,3,2,2,2,6,-1,1,2
60010917-01,1,7,1,4,2,2,4,1,1,2,3,3,2,2,2,3,4,6,-1,1,1
60010921-02,1,6,1,4,4,4,4,2,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
