PersonID,ChanceGetCancer,EverythingCauseCancer,PreventNotPossible,TooManyRecommendations,CancerMoreCommon,CancerFatal,RatherNotKnowChance,FreqWorryCancer,FamilyEverHadCancer
60005813-01,3,2,3,2,3,3,2,2,1
60005814-01,2,1,4,2,3,1,2,2,2
60005815-01,3,3,3,2,3,2,3,3,1
60005816-01,4,2,3,2,3,3,4,2,2
60005821-01,5,2,4,2,1,4,4,3,1
60005825-01,3,2,3,1,1,3,1,4,4
60005830-02,3,2,2,2,2,2,3,3,4
60005833-02,5,3,3,3,3,1,2,4,1
60005835-01,3,4,1,2,1,3,2,3,1
60005836-02,4,1,3,1,1,3,2,3,-9
60005839-01,1,3,1,1,1,4,1,1,2
60005844-01,1,2,3,3,3,2,3,3,2
60005850-01,4,2,2,2,2,2,3,3,1
60005851-02,4,2,2,2,3,2,4,5,1
60005860-01,5,4,4,4,1,1,4,3,1
60005866-01,2,3,2,1,2,4,1,1,2
60005873-01,4,3,3,2,4,3,4,4,1
60005877-02,4,3,4,2,3,2,4,4,1
60005880-01,1,1,4,1,3,1,1,1,2
60005882-01,-9,1,-9,-9,2,1,3,3,1
60005883-01,3,2,3,2,2,2,3,3,1
60005886-01,1,3,4,3,3,3,3,1,2
60005891-02,3,2,3,2,3,1,3,3,2
60005899-03,3,3,3,3,3,2,2,3,1
60005904-01,3,2,3,2,2,4,3,2,1
60005906-01,3,3,4,2,3,4,1,2,1
60005909-01,3,2,3,2,2,1,3,3,1
60005911-01,2,2,4,3,4,3,2,2,1
60005916-01,4,3,3,3,3,3,3,3,1
60005917-01,4,4,4,4,3,4,4,3,1
60005918-02,3,2,2,2,2,2,4,1,-9
60005923-01,4,2,2,2,4,4,2,3,1
60005949-01,4,2,3,2,4,2,2,5,1
60005950-01,3,1,1,1,1,1,1,5,1
60005969-01,2,4,4,1,3,3,1,1,1
60005973-02,1,2,2,1,1,1,2,5,2
60005975-01,2,2,3,3,2,1,4,3,2
60005979-02,4,2,3,2,2,2,3,2,1
60005980-01,3,4,4,2,2,2,2,2,2
60005981-01,5,2,1,1,4,1,4,5,1
60005984-01,4,3,3,2,3,3,3,3,1
60005992-01,3,4,4,4,4,4,1,1,2
60005993-01,5,2,2,2,2,2,4,3,1
60006005-01,2,3,3,2,3,3,4,4,2
60006008-01,4,2,3,3,3,4,3,3,1
60006009-01,4,2,3,2,2,2,3,4,1
60006010-01,4,2,2,2,2,2,2,3,2
60006018-01,3,4,4,2,3,2,4,2,2
60006020-01,3,2,3,2,2,1,3,2,1
60006029-01,4,1,3,2,1,1,3,3,1
60006037-01,4,1,4,2,1,2,2,3,2
60006044-01,3,1,4,1,1,2,4,3,1
60006045-01,3,2,3,3,2,3,3,1,1
60006047-01,4,2,2,2,2,4,2,2,2
60006049-02,1,3,4,2,3,1,1,3,2
60006052-01,4,1,3,1,3,2,3,2,2
60006059-01,2,2,4,1,1,1,4,1,2
60006064-01,2,4,4,3,2,2,3,1,1
60006066-01,2,1,2,1,2,3,4,1,2
60006073-01,2,1,3,3,2,3,4,2,2
60006077-01,3,1,3,1,2,1,4,5,1
60006079-01,3,2,4,4,4,1,2,2,1
60006084-02,3,2,3,2,3,3,3,3,4
60006087-01,1,2,4,2,3,4,4,1,1
60006094-02,1,2,3,2,2,2,1,2,2
60006102-01,3,1,3,2,2,1,4,1,2
60006106-01,4,2,3,2,2,3,2,4,1
60006127-01,1,4,4,4,3,2,4,2,2
60006129-01,3,2,3,2,4,3,4,2,1
60006136-02,1,3,2,2,1,2,4,3,1
60006140-01,4,2,2,2,3,3,4,4,2
60006146-03,-9,-9,-9,-9,-9,-9,-9,-9,-9
60006147-01,4,2,3,2,2,1,2,3,4
60006149-02,4,2,3,3,3,3,3,3,1
60006163-01,4,2,3,2,2,3,2,3,1
60006164-01,2,2,4,4,3,3,4,1,1
60006170-02,1,1,4,1,4,2,4,4,2
60006171-01,3,2,3,3,2,1,3,1,1
60006173-01,4,2,2,2,2,3,2,4,1
60006174-03,-9,2,2,2,2,2,3,3,4
60006175-01,2,2,4,1,4,1,4,3,2
60006183-01,2,2,2,1,-9,2,3,5,1
60006188-01,2,3,2,2,2,1,3,2,1
60006194-03,3,1,4,1,2,2,4,2,-9
60006202-01,3,1,3,2,2,4,4,1,1
60006204-01,4,1,2,3,3,1,3,2,1
60006205-02,4,2,4,2,3,3,4,2,1
60006206-02,4,2,3,3,1,2,2,4,2
60006218-01,-9,-9,3,-9,-9,-9,-9,-9,1
60006228-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60006230-01,3,2,4,2,-9,3,4,3,1
60006239-01,4,1,1,1,1,1,3,3,1
60006242-01,3,2,4,3,3,4,1,2,1
60006243-02,3,2,3,2,2,2,2,3,1
60006253-01,2,3,1,2,1,2,1,1,2
60006255-02,4,1,1,1,1,1,1,3,2
60006258-01,3,2,3,1,3,1,3,3,1
60006260-01,2,-5,-9,-9,-9,-9,1,1,2
60006261-01,2,4,4,4,3,3,3,3,2
60006263-02,3,2,3,2,2,1,4,1,2
60006276-01,3,1,4,1,4,2,3,4,1
60006277-02,2,4,4,4,4,4,4,1,-9
60006281-01,3,2,4,2,3,3,4,2,1
60006289-01,3,2,3,1,3,1,1,3,2
60006290-02,4,2,4,3,2,3,4,4,1
60006295-01,3,4,3,2,3,1,1,3,2
60006296-02,4,1,3,3,1,1,3,4,1
60006299-02,-9,-9,-9,-9,-9,-9,-9,-9,1
60006300-01,3,1,3,1,4,2,2,1,1
60006307-02,4,3,2,2,2,2,4,2,1
60006310-01,1,4,4,4,1,4,4,1,2
60006313-01,3,3,2,2,4,4,2,2,1
60006317-01,4,2,4,2,2,3,4,2,1
60006318-01,4,2,2,2,2,2,4,4,1
60006323-01,3,2,3,3,2,2,3,2,2
60006325-03,5,4,4,1,1,4,1,5,1
60006326-01,3,2,3,1,3,2,4,5,1
60006329-02,4,2,3,3,3,2,2,4,4
60006332-01,4,4,4,4,3,4,4,2,1
60006333-01,5,1,3,2,3,2,4,4,1
60006353-01,4,4,4,4,2,3,4,1,1
60006358-01,3,2,4,1,3,2,1,3,2
60006360-01,5,2,1,2,2,2,4,3,2
60006372-02,3,3,3,3,4,2,2,3,1
60006376-02,4,2,4,2,2,2,2,1,1
60006393-01,3,2,2,2,3,1,2,3,4
60006394-02,4,1,3,2,3,1,2,4,2
60006399-01,3,2,2,2,2,1,2,3,2
60006400-01,1,2,2,4,2,3,3,4,1
60006401-01,3,2,3,2,3,2,3,1,1
60006403-01,4,2,3,1,2,3,3,3,1
60006404-01,3,2,3,2,2,3,2,3,1
60006411-02,2,4,1,1,4,2,4,1,2
60006417-01,4,3,4,2,3,3,2,4,-9
60006419-01,3,2,2,1,3,2,2,2,1
60006422-02,4,2,2,2,3,4,4,1,1
60006434-01,3,1,2,1,2,1,1,1,1
60006439-01,1,3,3,3,4,4,2,1,2
60006442-02,2,3,4,1,2,3,1,1,2
60006445-01,4,1,3,2,3,2,4,5,1
60006448-01,4,3,4,3,2,4,4,4,1
60006450-01,2,4,4,3,3,1,2,3,2
60006453-01,1,3,2,1,4,2,3,4,1
60006460-02,5,3,3,3,3,3,4,5,2
60006461-01,4,2,3,1,-9,1,4,1,1
60006470-01,3,2,3,2,3,2,2,3,1
60006471-01,-9,4,4,4,4,4,-9,3,1
60006475-01,3,1,4,3,-9,4,4,3,2
60006478-01,3,4,3,1,2,3,1,5,1
60006480-01,1,1,3,1,4,1,4,3,1
60006482-01,3,1,4,4,4,4,3,3,1
60006487-01,3,2,3,3,3,4,4,4,4
60006494-01,5,2,3,3,2,2,2,2,1
60006501-01,3,3,4,2,3,2,3,3,1
60006504-03,2,2,2,2,2,2,2,2,2
60006509-02,1,1,2,1,3,4,4,1,1
60006511-02,1,3,4,4,3,1,1,1,1
60006513-01,-9,1,1,-9,2,1,1,2,-9
60006514-01,2,3,4,2,3,4,4,1,-9
60006516-01,4,2,4,2,3,2,2,3,1
60006519-01,3,2,3,2,4,1,4,3,4
60006520-01,3,4,1,2,2,3,4,1,1
60006522-01,1,2,2,2,3,1,4,3,1
60006535-01,2,2,3,2,3,1,2,4,1
60006544-01,5,1,3,4,1,2,1,5,1
60006551-01,3,-9,3,2,3,3,3,2,2
60006553-03,3,2,3,2,2,2,3,3,1
60006561-01,4,3,3,3,2,2,2,1,1
60006565-01,3,1,3,2,3,1,4,3,1
60006569-02,4,-9,-9,3,2,1,2,3,1
60006570-02,4,1,1,2,3,2,2,4,1
60006579-01,3,2,3,2,2,2,2,1,2
60006581-01,3,2,3,2,2,2,4,4,2
60006583-01,4,2,4,4,1,4,4,1,4
60006586-01,3,1,4,3,2,2,3,3,1
60006591-03,3,2,2,1,3,3,1,2,1
60006592-01,3,3,4,3,3,3,4,3,1
60006601-01,3,3,3,2,1,1,2,2,2
60006604-01,2,3,4,2,2,4,2,2,1
60006612-01,4,1,4,1,-9,4,3,2,1
60006614-01,3,2,4,2,3,3,2,2,4
60006617-01,4,2,3,2,3,2,3,3,1
60006626-02,4,2,2,2,2,3,4,3,1
60006635-01,4,2,4,3,-9,3,4,2,1
60006642-02,3,2,2,2,3,2,4,3,2
60006645-01,1,1,2,2,3,1,3,2,1
60006653-03,4,2,4,2,2,4,4,3,1
60006660-01,4,1,2,2,1,1,4,5,1
60006666-01,-9,-9,-9,-9,-9,-9,-9,-9,2
60006668-01,4,2,3,2,3,3,4,1,1
60006669-01,4,2,4,4,2,1,3,3,1
60006676-01,3,2,2,2,2,4,4,2,1
60006678-01,3,4,4,3,2,3,4,1,2
60006681-03,4,2,4,-9,3,3,4,4,1
60006684-01,2,3,-9,1,-9,2,1,2,1
60006701-01,2,1,1,1,3,1,1,4,1
60006705-01,4,1,3,2,2,1,4,2,1
60006711-01,4,1,3,2,3,2,3,4,1
60006712-02,3,1,3,2,3,2,2,4,4
60006724-02,4,2,3,1,2,2,3,4,1
60006731-03,2,2,2,2,2,3,3,1,1
60006740-01,2,1,-9,1,3,1,1,1,-9
60006744-02,3,2,1,1,1,1,2,5,1
60006750-01,3,2,3,1,2,1,3,3,1
60006759-01,2,3,4,2,3,2,2,3,1
60006765-01,3,2,1,2,2,2,3,5,1
60006766-02,3,2,2,2,2,2,1,2,2
60006768-01,3,1,4,2,1,2,4,2,2
60006771-01,3,3,4,3,4,1,3,1,1
60006772-02,2,2,4,3,4,3,3,1,1
60006774-02,4,1,1,3,2,1,1,4,1
60006775-02,3,3,3,3,4,3,1,-9,1
60006777-01,3,3,2,1,2,4,3,1,1
60006779-01,3,3,3,3,3,4,2,1,2
60006791-01,3,3,3,3,3,3,4,5,1
60006798-01,4,2,2,4,2,-9,4,3,1
60006799-02,3,2,3,3,3,2,4,3,1
60006803-01,4,1,1,1,1,1,1,5,1
60006804-01,3,2,2,2,2,2,3,1,-9
60006816-01,3,2,4,3,3,2,1,2,1
60006817-01,2,2,2,2,-9,2,4,1,1
60006824-02,3,1,1,1,1,1,1,3,1
60006843-02,3,2,4,2,2,1,4,4,2
60006844-01,4,2,4,2,4,3,4,2,1
60006848-01,3,4,4,1,1,1,4,3,2
60006849-01,2,2,4,1,4,4,3,3,1
60006850-03,2,3,4,3,4,2,4,2,2
60006851-01,3,2,2,2,2,3,2,2,1
60006852-01,4,2,2,2,2,3,3,2,1
60006858-03,5,4,4,4,2,4,4,4,4
60006860-03,3,2,4,2,2,2,3,2,1
60006868-01,2,3,3,3,3,2,3,1,1
60006871-01,3,3,2,2,3,2,4,3,2
60006872-01,3,2,2,2,3,2,-9,1,2
60006873-01,4,2,4,2,2,3,4,2,1
60006876-03,1,2,2,2,2,2,3,3,1
60006878-01,4,2,2,1,3,2,1,2,1
60006882-01,4,4,4,4,3,4,4,1,1
60006884-01,3,3,3,2,4,3,3,3,1
60006885-02,3,2,2,2,-9,1,4,4,2
60006896-03,-9,-9,-9,-9,-9,-9,-9,-9,-9
60006897-01,3,1,4,2,2,3,4,3,4
60006906-03,4,1,2,1,2,3,4,2,1
60006911-03,1,2,2,2,2,3,2,2,4
60006913-01,2,4,4,4,4,4,4,1,1
60006914-01,3,4,4,4,4,4,4,1,1
60006917-01,3,1,2,2,3,4,3,1,1
60006920-01,3,2,3,1,3,1,2,2,2
60006923-01,5,2,3,1,2,1,3,4,1
60006924-01,3,4,2,4,1,2,4,3,1
60006932-02,2,1,2,4,2,1,4,4,1
60006936-01,4,1,2,1,1,2,3,3,1
60006951-03,3,2,4,1,1,1,4,4,1
60006957-02,3,2,3,2,2,3,2,1,2
60006960-03,2,2,4,1,2,2,4,3,1
60006965-02,4,4,1,1,1,4,4,1,1
60006966-01,3,2,2,2,1,3,2,3,1
60006967-01,3,2,2,1,2,2,1,2,1
60006989-02,2,2,1,1,1,1,4,3,2
60006991-01,2,2,3,1,2,2,3,3,2
60007000-02,5,1,2,2,1,1,4,2,1
60007003-01,3,4,4,4,4,4,4,1,1
60007014-01,3,3,3,3,3,3,4,2,1
60007016-01,3,3,2,2,3,3,4,1,1
60007021-03,3,1,4,2,2,2,4,1,1
60007024-01,3,1,4,3,3,3,1,1,2
60007025-01,3,2,3,1,2,2,4,5,1
60007026-01,4,3,4,2,3,3,4,5,2
60007034-01,3,4,4,2,2,2,2,2,2
60007046-01,3,1,2,1,2,3,4,3,1
60007048-01,4,3,3,2,2,2,3,2,1
60007049-03,4,1,4,2,4,3,3,3,1
60007051-01,3,2,3,3,2,2,1,3,4
60007053-01,2,3,3,-9,2,4,1,1,1
60007056-01,5,3,1,-9,1,4,4,5,1
60007057-01,3,4,3,1,4,4,2,2,1
60007067-01,1,1,3,1,3,1,4,5,1
60007068-02,5,1,4,1,2,1,3,3,1
60007073-01,3,2,3,2,2,2,3,3,4
60007076-01,-9,-9,-9,-9,-9,-9,-9,-9,1
60007080-01,4,1,-9,1,-9,1,1,3,1
60007090-01,3,2,2,2,3,1,2,2,2
60007092-01,4,2,2,2,2,2,2,2,1
60007104-01,3,3,3,2,4,4,4,3,1
60007114-02,4,2,2,1,4,1,3,4,1
60007118-01,4,2,2,1,3,3,2,2,2
60007122-01,4,1,3,2,2,2,4,4,1
60007123-01,3,3,4,2,3,3,1,1,2
60007126-01,4,2,3,3,2,4,3,1,1
60007133-01,5,2,4,2,3,3,4,3,1
60007142-02,1,2,2,2,3,1,2,1,2
60007145-01,3,2,2,2,2,3,4,2,1
60007152-01,1,1,4,1,1,1,2,2,1
60007156-01,3,2,2,2,3,3,3,4,2
60007166-01,-9,2,2,2,3,3,3,2,1
60007177-02,3,2,4,2,4,1,3,3,1
60007180-02,4,2,2,4,4,2,4,3,1
60007183-01,4,1,3,3,3,4,4,3,1
60007187-03,2,2,2,2,2,2,4,3,1
60007188-01,5,4,4,1,2,1,4,5,1
60007191-01,3,3,2,1,1,2,1,4,1
60007199-01,3,2,2,2,2,2,2,3,4
60007201-01,4,-9,-9,-9,-9,-9,-9,2,1
60007207-03,3,2,4,2,3,2,4,2,1
60007211-01,4,2,3,2,3,2,3,2,1
60007213-01,4,3,3,2,3,2,2,3,1
60007216-01,3,2,3,2,3,2,4,3,1
60007220-02,3,4,2,1,1,3,4,2,2
60007226-03,1,3,2,1,3,3,2,1,1
60007228-01,2,2,4,2,2,3,4,2,2
60007230-01,1,1,4,1,1,4,1,1,1
60007231-01,3,1,3,2,2,2,3,2,1
60007233-01,4,2,4,2,3,3,3,3,1
60007239-02,3,3,4,3,4,3,4,4,1
60007242-01,4,1,3,2,4,2,3,1,1
60007245-01,1,2,4,2,3,1,3,4,-9
60007246-01,3,4,1,1,1,4,1,1,1
60007254-03,2,4,4,4,2,4,3,1,2
60007261-01,2,2,4,2,2,1,4,1,2
60007264-03,3,2,2,1,3,2,2,2,2
60007267-01,3,2,3,2,2,3,2,2,1
60007270-02,3,2,4,2,2,4,1,2,1
60007271-01,3,2,3,2,2,2,3,2,1
60007278-01,3,2,2,2,2,2,3,3,1
60007298-01,3,3,3,4,1,2,4,1,1
60007303-01,3,1,2,1,1,1,4,5,1
60007308-01,2,2,4,2,3,4,4,2,1
60007310-01,3,1,3,3,2,2,1,1,1
60007312-01,2,3,3,2,3,4,4,1,2
60007315-01,1,1,4,4,4,4,4,2,2
60007319-01,3,1,1,1,3,3,1,1,1
60007324-02,3,1,1,2,1,1,4,5,1
60007325-02,3,4,4,2,-9,3,4,3,1
60007340-01,3,2,2,1,3,2,3,3,1
60007341-01,1,3,4,3,3,2,3,2,1
60007342-01,2,2,4,1,1,1,4,3,1
60007348-03,1,2,3,2,2,1,3,1,1
60007352-02,2,2,2,2,2,2,2,1,1
60007353-01,3,1,3,1,4,3,2,2,2
60007359-02,2,2,3,3,3,3,2,3,1
60007362-01,3,2,3,3,4,3,2,1,1
60007364-01,4,2,3,3,3,3,3,3,1
60007366-02,2,2,2,2,3,2,2,1,1
60007367-02,3,2,3,2,2,2,4,4,2
60007374-01,3,1,2,1,3,1,2,3,4
60007388-02,3,4,4,4,2,3,4,3,2
60007389-01,1,4,4,4,2,3,3,1,1
60007393-01,3,2,3,1,3,1,4,5,2
60007403-02,3,1,1,1,1,2,4,1,2
60007404-01,2,2,3,2,2,1,4,1,-9
60007406-01,-9,2,4,2,3,4,4,1,1
60007409-02,5,3,4,4,4,4,4,1,1
60007414-01,2,3,4,3,1,4,4,-5,1
60007417-01,3,1,2,1,2,2,3,3,1
60007420-01,3,1,1,1,1,1,1,5,1
60007428-01,3,1,2,1,3,1,3,4,1
60007431-01,4,2,4,2,3,2,3,4,1
60007462-01,3,3,4,3,3,4,3,1,1
60007467-03,4,2,1,2,3,1,3,4,1
60007474-02,4,1,3,2,3,2,3,5,1
60007476-01,4,2,2,2,2,2,2,2,1
60007487-03,1,4,4,2,2,3,4,2,1
60007493-01,2,3,4,1,4,1,3,1,1
60007494-01,4,3,3,2,4,2,2,3,1
60007503-01,3,4,3,2,3,3,4,3,1
60007508-01,3,2,3,2,3,2,2,3,4
60007510-01,3,3,3,2,3,2,2,2,1
60007512-01,4,2,2,2,2,2,3,5,1
60007523-01,3,2,2,1,1,1,2,5,1
60007531-01,3,2,2,1,1,1,3,3,1
60007533-03,1,4,2,2,1,1,4,1,2
60007544-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60007548-02,4,2,2,2,2,2,2,3,1
60007552-01,1,3,3,2,3,3,3,3,1
60007557-01,3,2,2,2,2,3,1,1,2
60007561-01,3,2,3,2,1,2,4,4,1
60007564-01,-9,3,-9,3,3,3,4,1,-9
60007567-01,3,1,1,1,1,1,4,3,1
60007568-01,4,2,3,2,2,3,4,1,2
60007580-01,4,3,3,3,1,3,4,3,1
60007581-01,1,2,3,3,4,4,3,1,2
60007587-01,3,2,2,2,2,3,3,2,1
60007589-01,3,3,3,2,4,4,4,2,1
60007590-01,2,3,2,2,4,2,2,2,2
60007592-03,3,2,3,1,2,2,1,2,2
60007600-01,-9,2,-9,2,-9,3,3,2,1
60007601-01,-9,-9,-9,-9,-9,-9,-9,-9,1
60007607-03,1,1,4,1,3,1,1,1,2
60007608-01,4,1,4,2,2,2,4,2,1
60007609-01,4,2,1,2,1,1,2,4,1
60007612-01,3,1,2,2,2,1,4,3,2
60007617-01,2,-9,4,1,3,3,1,3,1
60007619-01,3,2,3,3,3,2,2,1,1
60007622-01,3,2,3,3,3,2,2,2,2
60007624-01,2,2,4,4,4,4,4,1,2
60007625-02,-9,-9,-9,-9,-9,-9,-9,-9,-9
60007637-01,4,2,2,3,2,2,3,3,1
60007640-01,3,4,4,3,3,2,4,3,2
60007645-01,1,3,3,3,2,2,1,4,2
60007656-03,3,2,4,2,4,3,3,2,1
60007669-01,4,2,4,3,2,4,4,3,1
60007677-01,-9,4,-9,-9,-9,-9,1,-9,1
60007679-01,4,3,4,2,2,1,1,4,1
60007684-03,5,1,1,1,2,1,2,5,1
60007690-01,4,3,3,3,3,2,4,5,1
60007691-01,3,3,4,2,1,3,4,4,1
60007697-01,3,4,3,2,3,4,3,2,1
60007702-02,3,3,4,3,3,3,4,3,2
60007706-01,4,2,3,3,3,3,3,3,1
60007707-01,5,2,2,2,2,2,3,5,1
60007725-01,-9,4,4,2,4,4,1,1,2
60007728-01,3,2,3,4,2,3,2,2,1
60007730-01,3,2,3,2,2,2,4,3,2
60007741-01,3,3,4,3,3,3,3,2,1
60007742-02,3,3,3,3,3,2,4,1,1
60007743-03,1,4,4,1,-9,-9,3,1,2
60007752-01,2,2,2,1,1,1,3,4,2
60007754-01,5,2,2,1,1,2,3,4,1
60007755-01,3,3,4,1,1,2,2,1,1
60007756-01,2,3,4,3,2,2,2,2,2
60007757-01,2,2,2,3,1,3,2,1,4
60007777-01,2,4,4,4,3,2,3,2,2
60007787-01,2,4,1,2,-9,4,4,1,1
60007801-02,2,4,2,2,3,3,3,2,1
60007807-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60007809-01,3,2,3,3,4,4,4,2,1
60007823-01,2,2,1,1,2,2,2,1,1
60007824-01,4,2,4,2,2,3,2,2,2
60007833-01,3,4,2,4,2,4,3,1,1
60007839-01,1,2,4,2,3,3,4,1,1
60007841-01,4,3,3,2,3,2,4,3,1
60007843-01,3,2,4,2,3,2,3,3,2
60007845-02,1,2,3,2,4,-9,1,1,1
60007848-01,3,2,4,2,3,4,4,2,1
60007849-02,3,2,3,2,3,2,2,3,1
60007867-02,-9,-9,-9,-9,-9,-9,-9,-9,-9
60007868-01,3,2,2,1,3,3,1,4,1
60007875-01,4,4,4,2,3,3,4,3,1
60007878-01,3,3,4,4,4,2,4,2,1
60007879-01,3,3,2,3,-9,3,3,-5,1
60007880-02,3,4,4,3,4,2,3,2,2
60007886-02,4,2,2,1,1,2,3,3,1
60007890-02,3,2,4,3,2,2,3,2,1
60007898-01,3,2,3,1,3,2,2,3,1
60007904-01,3,1,2,2,2,2,4,2,2
60007906-01,2,1,3,2,2,3,2,1,1
60007908-01,4,2,2,2,2,2,2,3,1
60007910-03,4,3,4,4,2,3,3,2,1
60007915-03,3,3,3,1,2,3,1,1,2
60007919-01,3,2,3,2,1,4,4,1,1
60007921-03,3,1,1,1,1,2,2,2,1
60007924-03,3,2,3,2,2,2,4,2,4
60007926-02,3,2,3,2,4,3,4,2,1
60007933-01,3,1,2,1,1,2,1,3,1
60007939-01,3,2,3,2,2,2,4,2,1
60007942-01,4,2,4,4,4,4,4,3,1
60007945-03,5,1,1,1,-9,4,4,1,1
60007948-02,4,2,4,2,3,2,3,2,1
60007952-01,5,2,4,4,3,3,1,3,1
60007959-02,3,-9,-9,-9,-9,-9,-9,-9,2
60007963-01,4,2,3,2,1,2,4,5,1
60007974-01,3,3,2,2,3,3,4,2,1
60007978-01,3,3,3,2,-9,2,2,2,-9
60007979-01,3,4,4,2,4,2,4,4,1
60007982-01,3,2,3,1,3,2,3,2,2
60007984-02,4,2,1,1,2,1,2,3,1
60007991-01,3,1,1,1,1,1,2,3,4
60007997-01,4,1,1,2,3,3,3,1,2
60007999-01,3,3,3,2,3,3,3,4,1
60008003-01,3,4,4,2,4,4,2,1,1
60008020-01,4,2,-5,1,2,3,3,3,1
60008022-01,3,1,2,2,2,1,3,2,1
60008023-02,4,4,4,2,2,2,4,3,2
60008029-01,-9,3,3,2,3,3,3,3,1
60008044-01,3,4,4,3,3,1,4,3,1
60008050-02,4,1,4,2,4,1,4,4,1
60008055-03,4,3,4,4,3,1,1,5,1
60008056-01,2,2,2,2,2,3,4,2,1
60008060-01,3,2,2,1,3,1,2,2,1
60008063-01,3,2,3,3,2,2,3,4,1
60008068-02,2,3,3,3,2,3,4,1,1
60008069-01,4,2,3,2,2,1,4,2,1
60008070-01,2,4,4,2,3,1,4,3,2
60008074-01,3,1,4,2,2,1,3,2,1
60008089-01,3,1,2,1,3,2,4,4,1
60008100-01,4,4,3,1,-9,-9,4,2,1
60008101-01,4,2,4,2,3,3,3,2,1
60008110-01,-9,1,2,1,1,2,1,5,1
60008118-02,3,2,2,1,2,2,2,5,2
60008123-01,2,2,4,1,3,2,3,2,1
60008124-01,3,3,-9,2,3,3,3,2,1
60008126-03,-9,-9,-9,-9,-9,-9,-9,-9,1
60008132-02,3,4,4,4,4,4,3,2,2
60008135-01,5,4,4,4,4,4,4,1,2
60008142-01,3,1,4,1,1,1,4,4,1
60008151-01,2,2,3,1,3,2,3,2,1
60008155-02,3,4,1,4,3,4,4,1,1
60008161-01,3,3,4,2,2,3,3,2,2
60008163-01,3,2,4,2,2,2,4,2,2
60008169-02,3,-9,-9,-9,-9,-9,-9,-9,1
60008171-01,3,2,3,2,2,2,4,3,-9
60008177-01,3,2,3,2,3,2,2,5,2
60008178-01,2,3,1,2,4,2,4,2,2
60008179-01,3,1,2,2,2,2,2,2,1
60008180-01,3,3,3,2,2,2,2,3,1
60008183-01,1,1,3,2,3,3,1,1,1
60008184-02,3,2,4,4,2,2,4,1,1
60008194-01,4,1,3,2,3,3,3,4,1
60008197-01,2,1,4,2,4,4,4,1,2
60008201-01,3,4,3,3,4,1,3,4,1
60008205-02,3,3,1,1,2,2,1,3,1
60008209-02,4,2,4,2,3,4,3,2,2
60008210-02,3,2,3,2,3,4,4,1,1
60008213-02,4,4,4,1,4,1,2,2,1
60008224-01,3,3,4,1,2,3,2,3,1
60008226-01,1,4,4,4,4,4,4,1,2
60008229-03,3,1,2,1,2,2,2,2,2
60008234-02,4,2,4,2,3,1,4,4,4
60008239-02,5,3,4,2,3,2,1,5,1
60008250-02,3,2,2,2,2,1,2,2,1
60008257-01,4,2,4,1,4,2,3,2,1
60008261-01,3,1,2,2,2,3,2,3,-9
60008262-01,3,2,3,2,2,3,3,4,4
60008271-01,2,2,3,2,3,2,2,2,1
60008284-01,3,1,1,1,1,1,4,3,1
60008286-01,4,3,4,2,4,1,3,3,2
60008294-01,3,2,4,2,2,2,2,2,2
60008295-01,1,3,4,3,4,1,4,3,1
60008299-01,4,2,4,2,2,3,3,4,1
60008307-01,3,3,3,3,4,4,3,2,2
60008313-02,3,2,3,2,3,2,2,2,1
60008321-01,5,3,3,1,4,4,4,4,1
60008333-01,4,3,3,2,3,3,3,4,1
60008340-02,2,2,4,3,-9,1,1,4,-9
60008344-01,3,1,4,1,2,1,4,2,1
60008351-01,3,3,3,1,3,1,1,3,1
60008357-02,1,2,3,1,2,1,3,4,2
60008360-02,4,2,3,2,3,2,1,2,1
60008369-01,4,3,4,3,3,3,4,2,1
60008374-01,3,1,1,1,1,2,2,3,1
60008375-01,3,4,4,4,4,4,4,3,1
60008379-02,3,3,3,2,3,2,4,2,4
60008382-01,3,2,2,2,1,1,4,1,1
60008385-02,4,3,3,2,3,2,3,2,1
60008391-01,3,2,3,2,2,2,2,3,1
60008393-01,4,1,3,2,2,2,4,4,1
60008395-01,3,1,1,1,2,1,2,5,1
60008399-01,3,2,4,3,4,2,4,2,2
60008404-01,3,3,2,2,2,1,3,2,1
60008409-02,3,3,4,2,2,3,2,2,1
60008413-03,5,1,1,1,1,1,4,5,1
60008414-02,3,3,3,2,3,2,3,2,2
60008416-01,2,2,4,4,2,3,1,2,1
60008418-01,4,3,4,2,2,-9,4,4,1
60008421-01,5,2,-9,-9,-9,-9,2,3,4
60008448-01,1,3,4,1,1,1,4,1,2
60008453-02,4,3,4,4,1,4,4,4,1
60008460-01,4,2,2,2,2,2,4,4,1
60008461-01,2,2,2,2,3,2,3,3,1
60008465-01,3,2,2,2,2,2,2,2,2
60008466-01,4,2,-9,2,2,2,2,1,1
60008469-02,4,2,2,2,2,3,2,2,4
60008472-02,2,2,4,1,2,2,2,1,2
60008478-01,3,3,4,4,4,3,4,2,1
60008483-03,2,-9,-9,-9,-9,-9,-9,1,2
60008491-03,4,2,3,3,2,1,3,4,1
60008498-03,5,2,3,1,1,1,2,5,1
60008503-02,4,1,2,1,1,1,1,2,1
60008507-03,3,3,2,3,3,3,4,2,1
60008510-02,1,4,2,4,4,2,1,4,2
